S1,S2,VECM(q),mu,Johansen_slope,stdev,model,w1,w2
AAVEUSDT,BCHUSDT,1.0,0.0,0.0,0.00965949572641228,1.0,-0.5293968913753727,0.47060310862462734
AAVEUSDT,KSMUSDT,1.0,-2.9967763880547467,0.0011533476990691727,,4.0,-0.7280621032782324,0.27193789672176755
AUTOUSDT,BCHUSDT,1.0,0.0,0.0,0.00541248766589264,1.0,-0.47467487884251963,0.5253251211574803
BCHUSDT,BNBUPUSDT,2.0,0.0,0.0,0.004810603721123417,1.0,-0.5125308414360156,0.4874691585639844
BCHUSDT,BNBUSDT,4.0,0.0,0.0,0.0026784847748126507,1.0,-0.4722882754701049,0.5277117245298952
BCHUSDT,COMPUSDT,1.0,0.0,0.0,0.006530841228525077,1.0,-0.48174839176040934,0.5182516082395906
BCHUSDT,LTCUSDT,2.0,2.6438831507384717,0.0,0.005810561479962838,2.0,-0.24244455618112487,0.7575554438188751
BNBUPUSDT,BNBUSDT,2.0,1.4662543927800122,0.0,0.002169543889402987,2.0,-0.3548279701203295,0.6451720298796705
COMPUSDT,DASHUSDT,1.0,0.0,0.0,0.0077876980396888095,1.0,-0.4703228440258277,0.5296771559741723
DASHUSDT,XMRUSDT,3.0,0.0,0.0,0.005551118838520365,1.0,-0.5038632071719681,0.49613679282803186
LTCUSDT,XMRUSDT,1.0,-0.4698434573811126,0.0001489297134934356,0.0023905650691398855,4.0,-0.5487033201607111,0.45129667983928895
