S1,S2,VECM(q),mu,Johansen_slope,stdev,model,w1,w2
AAVEUSDT,DASHUSDT,0.0,-5.243976415672054,0.0,0.011960066099056593,3.0,-0.10719528780007345,-0.8928047121999265
AAVEUSDT,FARMUSDT,0.0,-0.7772468467832185,0.0,0.001744148357194227,3.0,-0.5384965926771453,0.4615034073228548
AUTOUSDT,BCHUSDT,0.0,2.3842342372169467,0.0,0.0015980149497111084,3.0,-0.29868181808456523,0.7013181819154348
AUTOUSDT,COMPUSDT,0.0,-0.9553482098015258,0.0,0.0020878495835860433,2.0,0.37704722332112184,-0.6229527766788782
AUTOUSDT,FARMUSDT,0.0,0.0,0.0,0.002238740526077361,1.0,-0.41279858606264047,0.5872014139373596
AUTOUSDT,ILVUSDT,0.0,1.9453663221577886,0.0,0.0026105312103683266,3.0,-0.35987047576528847,0.6401295242347116
AUTOUSDT,LTCUSDT,0.0,0.0,0.0,0.002078494403604277,1.0,-0.43703020580341495,0.5629697941965851
AUTOUSDT,QNTUSDT,0.0,1.7405342109089603,0.0,0.003409681811356266,3.0,-0.30015630232625795,0.699843697673742
AUTOUSDT,SOLUSDT,0.0,1.0424918340604732,0.0,0.002089720590378657,2.0,0.5206743150227271,-0.4793256849772729
AUTOUSDT,XMRUSDT,0.0,-0.8008041361155123,0.0,0.0017550558950613522,2.0,0.3767505907647814,-0.6232494092352185
BCHUSDT,ILVUSDT,0.0,0.0,0.0,0.0018752019494144567,1.0,-0.5217700216303433,0.4782299783696568
BCHUSDT,KSMUSDT,0.0,-2.0614976158519456,0.0,0.0012577944810662936,2.0,-0.6491786723611468,0.3508213276388532
BCHUSDT,MOVRUSDT,0.0,-2.583948792781149,0.0,0.00226106049403557,2.0,-0.6905884734442805,0.3094115265557195
BCHUSDT,QNTUSDT,0.0,0.0,0.0,0.0028485253324613507,1.0,-0.46210228292396094,0.5378977170760392
BCHUSDT,SOLUSDT,0.0,-3.0529810735731244,0.0,0.001497827535611831,2.0,-0.7182032578318157,0.2817967421681844
BCHUSDT,XMRUSDT,0.0,-0.5242610271764222,7.159896383832923e-05,0.0009638487165585917,5.0,-0.5064658395160047,0.49353416048399534
BNBUPUSDT,BNBUSDT,0.0,-2.386758095947821,0.0,0.0008962521424725504,2.0,0.30725044058083634,-0.6927495594191636
COMPUSDT,ILVUSDT,0.0,0.9902969958625846,0.0,0.0023060241922379238,3.0,-0.4693631008803227,0.5306368991196774
COMPUSDT,LTCUSDT,0.0,-1.315016336787937,0.0,0.00128079615667244,3.0,-0.6029835009529846,0.39701649904701547
COMPUSDT,QNTUSDT,0.0,0.0,0.0,0.0029408451836728917,1.0,-0.48842012691794284,0.5115798730820572
DASHUSDT,QNTUSDT,0.0,-2.887944613763174,0.0,0.004362768903449278,2.0,0.23937276719996486,-0.7606272328000352
FARMUSDT,LTCUSDT,0.0,0.0,0.0,0.002122255763108003,1.0,-0.5247434261515508,0.47525657384844916
FARMUSDT,MOVRUSDT,0.0,0.0,0.0,0.003170842544407431,1.0,-0.544223194322802,0.455776805677198
FARMUSDT,QNTUSDT,0.0,1.8603163676136698,0.0,0.00347534842657862,3.0,-0.3481710940384201,0.6518289059615798
FARMUSDT,SOLUSDT,0.0,0.0,0.0,0.0025059167668762387,1.0,-0.5225994283970435,0.4774005716029564
ILVUSDT,KSMUSDT,0.0,1.5331180900032393,0.0,0.002169454373169014,2.0,0.5783021218381863,-0.42169787816181364
ILVUSDT,LTCUSDT,0.0,-1.5504324560434872,6.632607828507721e-05,0.00217457112232678,5.0,-0.5623109236451934,0.43768907635480664
ILVUSDT,MOVRUSDT,0.0,-2.1817510449573763,0.0,0.003242579124957614,3.0,-0.6274605478226739,0.37253945217732604
ILVUSDT,QNTUSDT,0.0,0.0,0.0,0.0030812819674151445,1.0,-0.4405265748909913,0.5594734251090088
ILVUSDT,SOLUSDT,0.0,-2.680333521566561,0.0,0.002422745021735932,2.0,-0.6536947988977836,0.34630520110221635
KSMUSDT,MOVRUSDT,0.0,0.0,0.0,0.003367802538866562,1.0,-0.49732972450867535,0.5026702754913247
KSMUSDT,QNTUSDT,0.0,1.4330884750864277,0.0,0.0031980899794021573,2.0,-0.35522609516031817,0.6447739048396819
KSMUSDT,SOLUSDT,0.0,-1.1028606422715033,0.0,0.0013828750311043437,3.0,-0.5748659713368638,0.42513402866313615
LTCUSDT,QNTUSDT,0.0,2.0547765325533596,0.0,0.003518656399718448,2.0,-0.31386643734270875,0.6861335626572913
MOVRUSDT,QNTUSDT,0.0,2.174639160391034,0.0,0.004258258144671405,3.0,-0.2909427381342179,0.7090572618657821
MOVRUSDT,SOLUSDT,0.0,0.0,0.0,0.003570679053851806,1.0,-0.47831374536742477,0.5216862546325753
QNTUSDT,SOLUSDT,0.0,2.396632279372421,0.0,0.00366847825493701,2.0,0.7167044774145238,-0.2832955225854762
QNTUSDT,XMRUSDT,0.0,-1.3287238164429676,0.0,0.0032825901470532846,3.0,-0.6224180185960287,0.3775819814039712
