S1,S2,VECM(q),mu,Johansen_slope,stdev,model,w1,w2
AAVEUSDT,AUTOUSDT,0.0,3.0050070293310958,-0.0001409556828053674,0.002386868656342408,4.0,-0.2960691993488924,0.7039308006511076
AUTOUSDT,BCHUSDT,0.0,-5.617281934049508,0.0002213759680407014,0.004106316729290335,5.0,-0.9182557007132913,0.08174429928670879
AUTOUSDT,BNBUPUSDT,0.0,4.2354855471342345,-0.00018820217700795834,0.003011604772213882,4.0,0.7990694089652327,-0.2009305910347674
AUTOUSDT,BNBUSDT,0.0,1.9152347511459615,-0.0001505869438684997,0.002257963546780903,4.0,0.6169770827540049,-0.3830229172459951
AUTOUSDT,COMPUSDT,0.0,3.1288383465583776,-0.00014713691090069008,0.002623689706562679,4.0,0.7199283974393768,-0.28007160256062325
AUTOUSDT,DASHUSDT,0.0,6.281050725305117,0.0,0.003636867795618664,3.0,0.7737780486293941,0.22622195137060586
AUTOUSDT,LTCUSDT,0.0,-4.361589923842878,0.0002063002792382019,0.0030027998848648615,5.0,-0.8005182861325618,0.1994817138674382
AUTOUSDT,SOLUSDT,0.0,-3.8329656943161434,0.00014946561089982781,0.002561163835862932,4.0,-0.7164314842334916,0.2835685157665084
AUTOUSDT,XMRUSDT,0.0,1.6388816158479962,-0.0001410482411017034,0.002170885801822095,4.0,0.5837501514145699,-0.4162498485854302
BCHUSDT,BNBUPUSDT,0.0,0.05327012376381603,-8.264302364910083e-05,0.003012552695046006,5.0,-0.4628827569639331,0.5371172430360669
BCHUSDT,BNBUSDT,0.0,2.4930604960504907,-4.1055746354040446e-05,0.001654117860280321,5.0,-0.2720650681095811,0.7279349318904189
BCHUSDT,KSMUSDT,1.0,0.0,0.0,0.002233738969315171,1.0,-0.4567551700991982,0.5432448299008018
BNBUPUSDT,BNBUSDT,0.0,-2.2728806003143447,0.0,0.0008275240293267595,2.0,0.31021547637755176,-0.6897845236224484
BNBUPUSDT,LTCUSDT,0.0,-0.8851992577089215,0.0,0.0032609893687435536,3.0,-0.5594372695683567,0.4405627304316434
COMPUSDT,SOLUSDT,0.0,-1.9088574845948116,0.0,0.0017775529791590203,2.0,-0.5634161480546038,0.4365838519453961
