S1,S2,VECM(q),mu,Johansen_slope,stdev,model,w1,w2
BCHUSDT,SOLUSDT,0.0,-2.5152006755131677,0.0,0.002057303540356295,2.0,-0.6203626801426918,0.37963731985730814
BNBUPUSDT,SOLUSDT,1.0,0.0,0.0,0.0035140175854321614,1.0,-0.382786151162795,0.617213848837205
BNBUSDT,SOLUSDT,1.0,-2.4110402530151296,0.0,0.002136334700174958,2.0,-0.6354887470658794,0.3645112529341206
LTCUSDT,XMRUSDT,1.0,0.0,0.0,0.0010658247433286974,1.0,-0.5250738276394172,0.4749261723605828
SOLUSDT,XMRUSDT,0.0,1.1428334423225757,-9.213877639155427e-05,0.0030013982907637175,4.0,-0.48289798577658005,0.5171020142234201
