S1,S2,VECM(q),mu,Johansen_slope,stdev,model,w1,w2
ETHUSDT,MKRUSDT,1.0,0.0,0.0,0.001073493974235355,1.0,-0.5068587127788139,0.49314128722118616
ETHUSDT,PAXGUSDT,0.0,0.5060158291667338,-9.800935930300968e-05,0.0012361864964755666,5.0,-0.45792363136232683,0.5420763686376733
ETHUSDT,YFIIUSDT,0.0,0.0,0.0,0.002742415240281822,1.0,-0.4921085490741837,0.5078914509258162
MKRUSDT,PAXGUSDT,0.0,-1.2859882456644347,-0.00010831971272190628,0.0013363461963314459,4.0,-0.5670076156541842,0.43299238434581583
MKRUSDT,YFIIUSDT,0.0,0.0,0.0,0.002765930571962144,1.0,-0.48523952962162237,0.5147604703783777
