reward,trading history
6.932574566209382,"[{'time': 120, 'w1': -0.023979146653582212, 'stock1_payoff': -1174.6728655939335, 'w2': 0.5310215904032353, 'stock2_payoff': 824.5271344060667, 'type': '上開倉'}, {'time': 346, 'w1': 0.023979146653582212, 'stock1_payoff': 1133.8273057092886, 'w2': -0.5310215904032353, 'stock2_payoff': -776.7489999552124, 'type': '正常平倉'}]"
6.849973298659734,"[{'time': 115, 'w1': -0.023997332755395208, 'stock1_payoff': -1175.5637530237188, 'w2': 0.5304478306807301, 'stock2_payoff': 823.6362469762814, 'type': '上開倉'}, {'time': 341, 'w1': 0.023997332755395208, 'stock1_payoff': 1134.687215326502, 'w2': -0.5304478306807301, 'stock2_payoff': -775.9097359804048, 'type': '正常平倉'}]"
-16.82058983310253,"[{'time': 116, 'w1': -0.02386614351740956, 'stock1_payoff': -1171.563128116961, 'w2': 0.5306705159538542, 'stock2_payoff': 827.6368718830394, 'type': '上開倉'}, {'time': 295, 'w1': -0.02386614351740956, 'stock1_payoff': 1142.0062357554416, 'w2': 0.5306705159538542, 'stock2_payoff': -814.9005693546225, 'type': '停損平倉'}]"
-46.45651132720673,"[{'time': 115, 'w1': -0.016565838337604163, 'stock1_payoff': -807.5791907968232, 'w2': 0.7861781472660664, 'stock2_payoff': 1191.6208092031768, 'type': '上開倉'}, {'time': 242, 'w1': -0.016565838337604163, 'stock1_payoff': 864.3065801293567, 'w2': 0.7861781472660664, 'stock2_payoff': -1294.804709862917, 'type': '停損平倉'}]"
-43.88639932829881,"[{'time': 115, 'w1': -0.016559064153618516, 'stock1_payoff': -807.5864558095984, 'w2': 0.7822320666832062, 'stock2_payoff': 1191.613544190402, 'type': '上開倉'}, {'time': 297, 'w1': -0.016559064153618516, 'stock1_payoff': 849.1403646086029, 'w2': 0.7822320666832062, 'stock2_payoff': -1277.0538523177054, 'type': '停損平倉'}]"
4.958252333696123,"[{'time': 118, 'w1': -0.020072838877333403, 'stock1_payoff': -993.8108291028755, 'w2': 0.6452965627255135, 'stock2_payoff': 1005.3891708971248, 'type': '上開倉'}, {'time': 154, 'w1': 0.020072838877333403, 'stock1_payoff': 1011.9020641584563, 'w2': -0.6452965627255135, 'stock2_payoff': -1018.5221536190095, 'type': '正常平倉'}]"
4.939060829061873,"[{'time': 117, 'w1': -0.020060441352339843, 'stock1_payoff': -993.197024814007, 'w2': 0.6456905253911741, 'stock2_payoff': 1006.0029751859933, 'type': '上開倉'}, {'time': 153, 'w1': 0.020060441352339843, 'stock1_payoff': 1011.2770862363943, 'w2': -0.6456905253911741, 'stock2_payoff': -1019.1439757793187, 'type': '正常平倉'}]"
4.724365426210966,"[{'time': 116, 'w1': -0.01992175021406995, 'stock1_payoff': -986.3303949389041, 'w2': 0.6500977865634404, 'stock2_payoff': 1012.8696050610956, 'type': '上開倉'}, {'time': 152, 'w1': 0.01992175021406995, 'stock1_payoff': 1004.2854569031729, 'w2': -0.6500977865634404, 'stock2_payoff': -1026.1003015991535, 'type': '正常平倉'}]"
7.436779651935126,"[{'time': 115, 'w1': -0.023445167251434695, 'stock1_payoff': -1118.927458784179, 'w2': 0.5790269984497518, 'stock2_payoff': 880.2725412158211, 'type': '上開倉'}, {'time': 136, 'w1': 0.023445167251434695, 'stock1_payoff': 1095.670719029015, 'w2': -0.5790269984497518, 'stock2_payoff': -849.5790218087219, 'type': '正常平倉'}]"
57.307529906796844,"[{'time': 130, 'w1': 0.023855070240174095, 'stock1_payoff': 1113.823192054472, 'w2': -0.6053052733486975, 'stock2_payoff': -885.3768079455278, 'type': '下開倉'}, {'time': 395, 'w1': -0.023855070240174095, 'stock1_payoff': -1223.2710666292423, 'w2': 0.6053052733486975, 'stock2_payoff': 1052.132212427095, 'type': '正常平倉'}]"
62.81313785320026,"[{'time': 130, 'w1': 0.02395947506315534, 'stock1_payoff': 1115.1682493985957, 'w2': -0.6100051764404233, 'stock2_payoff': -884.0317506014044, 'type': '下開倉'}, {'time': 394, 'w1': -0.02395947506315534, 'stock1_payoff': -1228.624871832231, 'w2': 0.6100051764404233, 'stock2_payoff': 1060.30151088824, 'type': '正常平倉'}]"
60.09340113460689,"[{'time': 129, 'w1': 0.024153521716964395, 'stock1_payoff': 1124.1999442357946, 'w2': -0.603773069280275, 'stock2_payoff': -875.0000557642056, 'type': '下開倉'}, {'time': 393, 'w1': -0.024153521716964395, 'stock1_payoff': -1238.5754464811828, 'w2': 0.603773069280275, 'stock2_payoff': 1049.4689591442007, 'type': '正常平倉'}]"
60.46974284592932,"[{'time': 128, 'w1': 0.02412667064374407, 'stock1_payoff': 1122.950189629792, 'w2': -0.6046354328531025, 'stock2_payoff': -876.2498103702079, 'type': '下開倉'}, {'time': 392, 'w1': -0.02412667064374407, 'stock1_payoff': -1237.198542508666, 'w2': 0.6046354328531025, 'stock2_payoff': 1050.9679060950111, 'type': '正常平倉'}]"
8.262478334354569,"[{'time': 127, 'w1': 0.024090725896164105, 'stock1_payoff': 1121.2771796357013, 'w2': -0.6057898537841809, 'stock2_payoff': -877.9228203642989, 'type': '下開倉'}, {'time': 135, 'w1': -0.024090725896164105, 'stock1_payoff': -1125.6100900884742, 'w2': 0.6057898537841809, 'stock2_payoff': 890.5182091514264, 'type': '正常平倉'}]"
7.193493142759053,"[{'time': 126, 'w1': 0.024346756107616194, 'stock1_payoff': 1133.1938331494189, 'w2': -0.5975670492024794, 'stock2_payoff': -866.006166850581, 'type': '下開倉'}, {'time': 130, 'w1': -0.024346756107616194, 'stock1_payoff': -1139.88821652706, 'w2': 0.5975670492024794, 'stock2_payoff': 879.8940433709812, 'type': '正常平倉'}]"
5.866574434379345,"[{'time': 116, 'w1': -0.024670106852344387, 'stock1_payoff': -1149.994479539583, 'w2': 0.5771642256057389, 'stock2_payoff': 849.2055204604169, 'type': '上開倉'}, {'time': 123, 'w1': 0.024670106852344387, 'stock1_payoff': 1151.9552151273344, 'w2': -0.5771642256057389, 'stock2_payoff': -845.2996816137891, 'type': '正常平倉'}]"
5.535241041317931,"[{'time': 116, 'w1': -0.024539784104981567, 'stock1_payoff': -1140.6408226007893, 'w2': 0.5855902166687861, 'stock2_payoff': 858.5591773992107, 'type': '上開倉'}, {'time': 121, 'w1': 0.024539784104981567, 'stock1_payoff': 1146.8258087805534, 'w2': -0.5855902166687861, 'stock2_payoff': -859.2089225376569, 'type': '正常平倉'}]"
53.555456261780364,"[{'time': 122, 'w1': 0.024135451285324502, 'stock1_payoff': 1126.9145352178664, 'w2': -0.596355119040491, 'stock2_payoff': -872.2854647821339, 'type': '下開倉'}, {'time': 387, 'w1': -0.024135451285324502, 'stock1_payoff': -1237.6488075753223, 'w2': 0.596355119040491, 'stock2_payoff': 1036.5751934013701, 'type': '正常平倉'}]"
55.97780021429844,"[{'time': 118, 'w1': 0.02395443689345005, 'stock1_payoff': 1118.4627459028275, 'w2': -0.6021333510832936, 'stock2_payoff': -880.7372540971726, 'type': '下開倉'}, {'time': 383, 'w1': -0.02395443689345005, 'stock1_payoff': -1228.3665180664614, 'w2': 0.6021333510832936, 'stock2_payoff': 1046.618826475105, 'type': '正常平倉'}]"
54.83962789980819,"[{'time': 117, 'w1': 0.024039489046816485, 'stock1_payoff': 1122.4339377710523, 'w2': -0.599418367634728, 'stock2_payoff': -876.7660622289477, 'type': '下開倉'}, {'time': 382, 'w1': -0.024039489046816485, 'stock1_payoff': -1232.7279321105273, 'w2': 0.599418367634728, 'stock2_payoff': 1041.8996844682308, 'type': '正常平倉'}]"
59.03486668992173,"[{'time': 128, 'w1': 0.023580058500078587, 'stock1_payoff': 1114.6504476630982, 'w2': -0.5972338737656823, 'stock2_payoff': -884.5495523369016, 'type': '下開倉'}, {'time': 369, 'w1': -0.023580058500078587, 'stock1_payoff': -1209.1686598345793, 'w2': 0.5972338737656823, 'stock2_payoff': 1038.1026311983044, 'type': '正常平倉'}]"
55.17170981019706,"[{'time': 127, 'w1': 0.023896338146941302, 'stock1_payoff': 1129.6012693483406, 'w2': -0.5871393153235157, 'stock2_payoff': -869.5987306516594, 'type': '下開倉'}, {'time': 368, 'w1': -0.023896338146941302, 'stock1_payoff': -1225.3872555911873, 'w2': 0.5871393153235157, 'stock2_payoff': 1020.5564267047032, 'type': '正常平倉'}]"
54.00374282771929,"[{'time': 126, 'w1': 0.023991960508721148, 'stock1_payoff': 1134.1214238833325, 'w2': -0.5840873784412681, 'stock2_payoff': -865.0785761166678, 'type': '下開倉'}, {'time': 367, 'w1': -0.023991960508721148, 'stock1_payoff': -1230.2907024186482, 'w2': 0.5840873784412681, 'stock2_payoff': 1015.2515974797028, 'type': '正常平倉'}]"
55.63880900773859,"[{'time': 124, 'w1': 0.023858096373736665, 'stock1_payoff': 1127.7935465379055, 'w2': -0.5883598611865694, 'stock2_payoff': -871.4064534620946, 'type': '下開倉'}, {'time': 365, 'w1': -0.023858096373736665, 'stock1_payoff': -1223.426244610006, 'w2': 0.5883598611865694, 'stock2_payoff': 1022.6779605419338, 'type': '正常平倉'}]"
52.901774899742804,"[{'time': 122, 'w1': 0.024082179476773838, 'stock1_payoff': 1138.3861551657972, 'w2': -0.5812078993011033, 'stock2_payoff': -860.8138448342028, 'type': '下開倉'}, {'time': 363, 'w1': -0.024082179476773838, 'stock1_payoff': -1234.9170670517794, 'w2': 0.5812078993011033, 'stock2_payoff': 1010.2465316199279, 'type': '正常平倉'}]"
15.74862275041255,"[{'time': 116, 'w1': 0.015100717831382957, 'stock1_payoff': 816.2946515880121, 'w2': -0.6470581126450056, 'stock2_payoff': -1182.905348411988, 'type': '下開倉'}, {'time': 320, 'w1': -0.015100717831382957, 'stock1_payoff': -824.9432980337658, 'w2': 0.6470581126450056, 'stock2_payoff': 1207.3026176081542, 'type': '正常平倉'}]"
15.748547996464367,"[{'time': 115, 'w1': 0.015100762126270515, 'stock1_payoff': 816.2970460225158, 'w2': -0.6470568028713428, 'stock2_payoff': -1182.9029539774845, 'type': '下開倉'}, {'time': 319, 'w1': -0.015100762126270515, 'stock1_payoff': -824.9457178373166, 'w2': 0.6470568028713428, 'stock2_payoff': 1207.3001737887496, 'type': '正常平倉'}]"
12.795451802837533,"[{'time': 117, 'w1': 0.015102772489798647, 'stock1_payoff': 816.2921921777944, 'w2': -0.6455381444635904, 'stock2_payoff': -1182.9078078222055, 'type': '下開倉'}, {'time': 318, 'w1': -0.015102772489798647, 'stock1_payoff': -825.0555428097226, 'w2': 0.6455381444635904, 'stock2_payoff': 1204.4666102569713, 'type': '正常平倉'}]"
12.795208852518044,"[{'time': 116, 'w1': 0.015102927699089656, 'stock1_payoff': 816.300581109859, 'w2': -0.6455335664435595, 'stock2_payoff': -1182.8994188901413, 'type': '下開倉'}, {'time': 317, 'w1': -0.015102927699089656, 'stock1_payoff': -825.0640218016381, 'w2': 0.6455335664435595, 'stock2_payoff': 1204.4580684344385, 'type': '正常平倉'}]"
16.838138101198297,"[{'time': 119, 'w1': 0.015230592268922564, 'stock1_payoff': 816.2909525015458, 'w2': -0.6514485783184721, 'stock2_payoff': -1182.9090474984541, 'type': '下開倉'}, {'time': 316, 'w1': -0.015230592268922564, 'stock1_payoff': -832.0382618646602, 'w2': 0.6514485783184721, 'stock2_payoff': 1215.4944949627668, 'type': '正常平倉'}]"
15.75992574716554,"[{'time': 115, 'w1': 0.009626217918677928, 'stock1_payoff': 515.2479466183473, 'w2': -0.8195390803616707, 'stock2_payoff': -1483.9520533816526, 'type': '上開倉'}, {'time': 134, 'w1': -0.009626217918677928, 'stock1_payoff': -521.107006147394, 'w2': 0.8195390803616707, 'stock2_payoff': 1505.5710386578648, 'type': '正常平倉'}]"
12.448471104162536,"[{'time': 115, 'w1': 0.00859782077384064, 'stock1_payoff': 460.93422018839, 'w2': -0.8465625109167939, 'stock2_payoff': -1538.2657798116102, 'type': '上開倉'}, {'time': 133, 'w1': -0.00859782077384064, 'stock1_payoff': -465.4356135190534, 'w2': 0.8465625109167939, 'stock2_payoff': 1555.215644246436, 'type': '正常平倉'}]"
18.527629810946678,"[{'time': 115, 'w1': 0.008793336356405624, 'stock1_payoff': 471.44255852495684, 'w2': -0.8441927636723683, 'stock2_payoff': -1527.757441475043, 'type': '上開倉'}, {'time': 132, 'w1': -0.008793336356405624, 'stock1_payoff': -476.0196809842117, 'w2': 0.8441927636723683, 'stock2_payoff': 1550.8621937452444, 'type': '正常平倉'}]"
20.480667938419742,"[{'time': 166, 'w1': 0.005683619786291014, 'stock1_payoff': 305.6373436809586, 'w2': -0.9344336571545321, 'stock2_payoff': -1693.5626563190413, 'type': '上開倉'}, {'time': 181, 'w1': -0.005683619786291014, 'stock1_payoff': -310.57244517778935, 'w2': 0.9344336571545321, 'stock2_payoff': 1718.9784257542917, 'type': '正常平倉'}]"
20.81813713244952,"[{'time': 165, 'w1': 0.00548218422693214, 'stock1_payoff': 294.80512203343864, 'w2': -0.9404104023617044, 'stock2_payoff': -1704.3948779665614, 'type': '上開倉'}, {'time': 180, 'w1': -0.00548218422693214, 'stock1_payoff': -299.5653165224318, 'w2': 0.9404104023617044, 'stock2_payoff': 1729.973209588004, 'type': '正常平倉'}]"
