S1,S2,VECM(q),mu,Johansen_slope,stdev,model,w1,w2
ADAUSDT,BCHUSDT,1.0,4.284190813223739,0.0,0.0041589129899606714,3.0,-0.2982144003272274,0.7017855996727725
ADAUSDT,CRVUSDT,1.0,0.5031641708177311,-1.1198683911131878e-05,0.001227385546905564,5.0,-0.43812954915281166,0.5618704508471883
ADAUSDT,NEARUSDT,0.0,1.0500040575365648,9.267875995036013e-06,0.0014988508869516976,5.0,-0.4296463002187703,0.5703536997812297
ATOMUSDT,BUSDUSDT,2.0,0.0,0.0,6.103040350739517e-05,1.0,0.00018316192999478983,0.9998168380700052
ATOMUSDT,LUNAUSDT,0.0,0.9456939140736746,-3.3313122854529465e-05,0.0019273219760427937,5.0,-0.396800187529459,0.6031998124705411
ATOMUSDT,NEARUSDT,0.0,0.6693384829880222,1.3954856367031e-05,0.0021803681370469764,5.0,-0.28188351629143665,0.7181164837085634
AVAXUSDT,BCHUSDT,1.0,-5.79428722123102,0.0,0.004673669217299192,2.0,-0.29576927901711886,-0.7042307209828811
AVAXUSDT,LTCUSDT,0.0,4.06586982619708,0.0,0.002407275996177672,3.0,-0.12803567845420774,0.8719643215457923
AVAXUSDT,SOLUSDT,1.0,0.0,0.0,0.002453563596989181,1.0,-0.5575843499273083,0.4424156500726918
AVAXUSDT,UNIUSDT,0.0,1.8535935610803937,0.0,0.00231291860528087,3.0,-0.1825409303585473,0.8174590696414527
BCHUSDT,FTMUSDT,1.0,-4.303123746753115,0.0,0.003903926231275204,2.0,-0.7186230878844198,0.2813769121155802
BCHUSDT,SOLUSDT,1.0,-6.136972376180466,0.0,0.005364190054944777,2.0,-0.7125800398784238,-0.2874199601215763
BUSDUSDT,SOLUSDT,2.0,0.0,0.0,6.388119376340381e-05,1.0,0.9998789855022149,0.00012101449778510871
CRVUSDT,LTCUSDT,1.0,3.6334691924005593,0.0,0.002037822771846412,3.0,-0.24805970786292683,0.7519402921370731
CRVUSDT,LUNAUSDT,1.0,0.0,0.0,0.0021276541413137377,1.0,-0.734292150943546,0.26570784905645395
CRVUSDT,UNIUSDT,1.0,2.3438369297698465,0.0,0.0022852745145920403,3.0,-0.19213382564023293,0.8078661743597672
DOGEUSDT,FTMUSDT,0.0,1.2265298426394475,0.0,0.002566943867731939,3.0,-0.6128500287382304,0.38714997126176975
DOTUSDT,SANDUSDT,0.0,-2.5004283894848642,0.0,0.0023511946214374263,3.0,-0.7047087137458501,0.29529128625414985
DOTUSDT,SOLUSDT,1.0,0.0,0.0,0.001211962121107954,1.0,-0.5807003708266437,0.41929962917335634
ELFUSDT,XRPUSDT,3.0,0.4251654747727505,7.159377710060367e-06,0.0010364713712521522,4.0,-0.7039500635086635,0.29604993649133643
FTMUSDT,LTCUSDT,0.0,-5.288226545113941,0.0,0.003329263083214982,2.0,-0.0032280546229421737,-0.9967719453770578
FTMUSDT,SANDUSDT,0.0,-0.2043485230857673,-3.7273559480558616e-05,0.0030568123609944543,4.0,-0.5933520393290652,0.4066479606709348
FTMUSDT,TRXUSDT,0.0,-1.8598787102677181,0.0,0.0017837052424427306,3.0,-0.3315130906702516,0.6684869093297484
FTMUSDT,UNIUSDT,0.0,-2.8531142089039543,0.0,0.002002655913476075,2.0,-0.17644355622928357,-0.8235564437707165
LTCUSDT,LUNAUSDT,0.0,-4.239476860133889,0.0,0.001869298828634538,3.0,-0.8849706597030879,0.1150293402969121
LTCUSDT,NEARUSDT,0.0,-5.168893224828728,0.0,0.002272350823091976,2.0,-0.9545984294249718,-0.045401570575028236
LTCUSDT,SANDUSDT,0.0,-4.40116628291335,0.0,0.002461006358693282,3.0,-0.8567862339535421,0.1432137660464579
LTCUSDT,SOLUSDT,1.0,-3.1813512041963774,0.0,0.001702543166487888,3.0,-0.8034276872018109,0.19657231279818915
LTCUSDT,UNIUSDT,0.0,0.0,0.0,0.001275319470072367,1.0,-0.379303300513359,0.6206966994866411
LTCUSDT,XRPUSDT,0.0,-4.046533657652084,0.0,0.0013489584006369988,3.0,-0.7705237177367926,0.2294762822632074
LUNAUSDT,UNIUSDT,0.0,-3.281893419106636,1.7050343883260187e-05,0.002045504447306368,4.0,-0.050359363559835627,-0.9496406364401644
LUNAUSDT,XRPUSDT,0.0,-1.3456495585229984,1.1926927946061044e-05,0.0011963666141573627,5.0,-0.3679028700020513,0.6320971299979486
NEARUSDT,TRXUSDT,0.0,-2.307865501862625,0.0,0.0011921156038817206,2.0,-0.4339832840477072,0.5660167159522929
NEARUSDT,UNIUSDT,0.0,3.0018029876496226,0.0,0.0019506187851494538,3.0,0.2731579222385401,0.72684207776146
NEARUSDT,XRPUSDT,0.0,-1.1185428169852,-1.6609036258413765e-05,0.0014122101524942714,5.0,-0.5105834531821519,0.489416546817848
SANDUSDT,UNIUSDT,0.0,3.179187635585205,-1.4680064200915981e-05,0.002579443712831566,4.0,-0.015738728299372923,0.9842612717006272
SOLUSDT,UNIUSDT,1.0,-3.250230840270695,1.5570239126552183e-05,0.002739994922272135,4.0,-0.001828775104882936,-0.9981712248951171
UNIUSDT,XRPUSDT,0.0,-3.22008001050736,1.511708259626431e-05,0.0021347870729601795,5.0,-0.9924156530256137,0.007584346974386298
