S1,S2,VECM(q),mu,Johansen_slope,stdev,model,w1,w2
AAVEUSDT,FTMUSDT,0.0,-2.1621885467633377,0.0,0.001315972724713664,2.0,-0.46398292662120455,0.5360170733787955
AAVEUSDT,SANDUSDT,0.0,0.0,0.0,0.009301631861453932,1.0,-0.15965124229689132,0.8403487577031087
ADAUSDT,AVAXUSDT,0.0,0.0,0.0,0.0027261164036728597,1.0,-0.8599118222294575,0.1400881777705426
ADAUSDT,LTCUSDT,1.0,-2.7254373326514227,0.0,0.0009520894465050156,2.0,0.4295894533321437,-0.5704105466678563
ADAUSDT,SANDUSDT,0.0,0.0,0.0,0.003537548030877795,1.0,-0.6065859045373401,0.3934140954626599
ADAUSDT,SUSHIUSDT,0.0,0.47683910663133877,0.0,0.0013429063261891794,2.0,-0.6359069112096066,0.36409308879039337
ATOMUSDT,AVAXUSDT,0.0,0.0,0.0,0.0035308995222455867,1.0,-0.5449405789873637,0.45505942101263636
ATOMUSDT,ELFUSDT,0.0,1.5514328923982696,0.0,0.0021633171311295062,2.0,0.3303946940828987,-0.6696053059171013
ATOMUSDT,SANDUSDT,0.0,0.0,0.0,0.008664347535160242,1.0,-0.231179108515682,0.7688208914843181
AVAXUSDT,BCHUSDT,0.0,4.6973968221822044,-2.295835250399002e-05,0.0011835473136896882,4.0,-0.1594292239225137,0.8405707760774863
AVAXUSDT,FTMUSDT,1.0,0.0,0.0,0.004050421232723677,1.0,-0.18073196332278077,0.8192680366772193
AVAXUSDT,MATICUSDT,1.0,0.0,0.0,0.003231220194894796,1.0,-0.13549476761081594,0.8645052323891841
BCHUSDT,CRVUSDT,0.0,-5.589195274772259,2.6015897506386655e-05,0.0011576284877404526,5.0,-0.8950646966543157,0.10493530334568446
BCHUSDT,MATICUSDT,1.0,0.0,0.0,0.004298027354527492,1.0,-0.09639278393812523,0.9036072160618748
BCHUSDT,SANDUSDT,0.0,0.0,0.0,0.01019522111132395,1.0,-0.14610677182793455,0.8538932281720655
BNBUSDT,MATICUSDT,1.0,0.0,0.0,0.003939651514159936,1.0,-0.09741849172082825,0.9025815082791717
BTCUSDT,LTCUSDT,1.0,0.0,0.0,0.0018128920583554088,1.0,-0.3249572019653804,0.6750427980346195
CRVUSDT,ELFUSDT,0.0,-0.6203422448624386,-1.3881751892633267e-05,0.004373211922125097,5.0,-0.11205447346286448,0.8879455265371355
CRVUSDT,SANDUSDT,0.0,0.0,0.0,0.005697175066077111,1.0,-0.4278139423823791,0.5721860576176209
DOTUSDT,SANDUSDT,0.0,0.0,0.0,0.0081008179089752,1.0,-0.21628294671272227,0.7837170532872778
ELFUSDT,FTMUSDT,0.0,-0.6939409798639689,0.0,0.002252477745405893,2.0,0.6071455178860787,-0.3928544821139212
ELFUSDT,SANDUSDT,0.0,0.0,0.0,0.0033925011939119607,1.0,0.678020702157146,0.3219792978428539
EOSUSDT,LUNAUSDT,0.0,0.0,0.0,0.002297625916240548,1.0,-0.7162731581148502,0.2837268418851499
EOSUSDT,SANDUSDT,0.0,0.0,0.0,0.005723547361481121,1.0,-0.4164958683824063,0.5835041316175937
EOSUSDT,SUSHIUSDT,0.0,0.0,0.0,0.0013486151037547889,1.0,-0.6244702187706642,0.3755297812293357
ETHUSDT,MATICUSDT,1.0,0.0,0.0,0.004465820352790016,1.0,-0.0750144795679275,0.9249855204320725
ETHUSDT,SANDUSDT,0.0,0.0,0.0,0.010806027236639076,1.0,-0.11515905495425233,0.8848409450457476
FTMUSDT,MATICUSDT,1.0,0.0,0.0,0.0016910251374622166,1.0,-0.41493683482567445,0.5850631651743256
FTMUSDT,SANDUSDT,0.0,0.0,0.0,0.004336043558770035,1.0,-0.5318206180423464,0.4681793819576536
LTCUSDT,MATICUSDT,1.0,0.0,0.0,0.0033425470792865543,1.0,-0.11383936317407808,0.8861606368259219
LTCUSDT,SANDUSDT,1.0,0.0,0.0,0.00962554928966528,1.0,-0.17090500689234742,0.8290949931076526
LTCUSDT,SUSHIUSDT,1.0,-2.9463695298506254,0.0,0.0009192090692400671,2.0,-0.6990565640493575,0.3009434359506425
LTCUSDT,UNIUSDT,3.0,-5.11254412451194,2.8205493063344716e-05,0.0024182505748978683,5.0,-0.8955276062376829,-0.1044723937623171
LUNAUSDT,SANDUSDT,0.0,0.0,0.0,0.008858721511997382,1.0,-0.22045228411476686,0.7795477158852331
LUNAUSDT,SUSHIUSDT,0.0,0.0,0.0,0.0035475372946797965,1.0,-0.3971055661186725,0.6028944338813276
SANDUSDT,SUSHIUSDT,0.0,0.0,0.0,0.007258883667107166,1.0,-0.6996731503696548,0.3003268496303453
SANDUSDT,UNIUSDT,0.0,0.0,0.0,0.008003519213736193,1.0,-0.7499024996918419,0.2500975003081581
SANDUSDT,XRPUSDT,0.0,0.9403442564969398,0.0,0.010111022573063412,2.0,0.8794319836282314,-0.12056801637176869
