S1,S2,VECM(q),mu,Johansen_slope,stdev,model,w1,w2
ADAUSDT,SANDUSDT,0.0,0.0,0.0,0.003125866379209492,1.0,-0.5893790377320519,0.41062096226794803
AVAXUSDT,SANDUSDT,0.0,0.0,0.0,0.012095146600998495,1.0,-0.18727598005988208,0.8127240199401179
BNBUSDT,SANDUSDT,0.0,-3.363101379712147,0.0,0.0033930643416312132,3.0,-0.5878517852455718,0.41214821475442825
BTCUSDT,SOLUSDT,0.0,-6.489367285056725,2.15191886273062e-05,0.0008387874371862527,5.0,-0.7252143505971174,0.2747856494028826
DOTUSDT,SANDUSDT,0.0,0.0,0.0,0.011806797071909635,1.0,-0.2017088301109619,0.7982911698890381
ETHUSDT,YFIUSDT,1.0,0.0,0.0,0.0010365587279746785,1.0,-0.5534402790827689,0.4465597209172312
LINKUSDT,SANDUSDT,0.0,0.0,0.0,0.011757956156842617,1.0,-0.22260431415850898,0.777395685841491
LINKUSDT,SOLUSDT,0.0,-0.3854105367419447,5.995454845266352e-05,0.0012174373129837269,5.0,-0.6531873053794248,0.3468126946205752
LUNAUSDT,SANDUSDT,0.0,0.0,0.0,0.011710771202033968,1.0,-0.2028907927063441,0.7971092072936559
SANDUSDT,SOLUSDT,0.0,3.0530158575702906,2.773361577972888e-05,0.002899705843792013,5.0,-0.3747271531868547,0.6252728468131453
SANDUSDT,SUSHIUSDT,0.0,0.0,0.0,0.010261030336556618,1.0,-0.7133480747750706,0.2866519252249295
SANDUSDT,UNIUSDT,0.0,0.0,0.0,0.010668323455545171,1.0,-0.7650316547817302,0.23496834521826976
SANDUSDT,YFIUSDT,0.0,0.0,0.0,0.01651434202888955,1.0,-0.9126021471866519,0.08739785281334807
SOLUSDT,SUSHIUSDT,0.0,-0.8667790716810726,-5.9650922306471627e-05,0.0015223558633675452,5.0,-0.4221577410617401,0.57784225893826
