S1,S2,VECM(q),mu,Johansen_slope,stdev,model,w1,w2
ETHUSDT,MKRUSDT,0.0,-7.472898711604935,-0.0002536441090138073,0.002511063660407587,5.0,-0.9315652775912474,-0.06843472240875263
ETHUSDT,YFIIUSDT,0.0,2.4027042032115045,0.0,0.0016134417319026888,2.0,0.6646790907921226,-0.3353209092078773
