stock1,stock2,trade_capital,open,loss,reward,open_num,trading_history,trading history
ADAUSDT,AVAXUSDT,7.4218731613634805,1.5,1000,-0.059656099363768256,1,,"[{'time': 720, 'w1': 0.9425051063881772, 'stock1_payoff': 1.2714144121323319, 'w2': -0.05749489361182295, 'stock2_payoff': -6.833843054701276, 'type': '下開倉'}, {'time': 743, 'w1': -0.9425051063881772, 'stock1_payoff': -1.2582443170282165, 'w2': 0.05749489361182295, 'stock2_payoff': 6.761016860233393, 'type': '正常平倉'}]"
ADAUSDT,MATICUSDT,1.3668763414040275,1.5,1000,0.013395319800914095,1,,"[{'time': 720, 'w1': 0.9805578560086756, 'stock1_payoff': 1.3227465629725192, 'w2': -0.01944214399132446, 'stock2_payoff': -0.04903308714612028, 'type': '下開倉'}, {'time': 743, 'w1': -0.9805578560086756, 'stock1_payoff': -1.309044737771582, 'w2': 0.01944214399132446, 'stock2_payoff': 0.04872658174609705, 'type': '正常平倉'}]"
ATOMUSDT,AVAXUSDT,59.896765441100314,1.5,1000,0.32684430330883885,1,,"[{'time': 796, 'w1': 0.5915427976427633, 'stock1_payoff': 16.21349302060091, 'w2': -0.4084572023572367, 'stock2_payoff': -48.53696935611044, 'type': '下開倉'}, {'time': 813, 'w1': -0.5915427976427633, 'stock1_payoff': -16.054471528024596, 'w2': 0.4084572023572367, 'stock2_payoff': 48.704792166842964, 'type': '正常平倉'}]"
ATOMUSDT,BUSDUSDT,0.0,1.5,1000,0.0,0,,"[{'time': 0, 'type': '配對波動太小，不開倉'}]"
ATOMUSDT,NEARUSDT,18.53379977105888,1.5,1000,0.5697224721456013,1,,"[{'time': 738, 'w1': -0.4377074044129068, 'stock1_payoff': -11.896887251942806, 'w2': 0.5622925955870932, 'stock2_payoff': 7.826601244310353, 'type': '上開倉'}, {'time': 968, 'w1': 0.4377074044129068, 'stock1_payoff': 12.093196834284974, 'w2': -0.5622925955870932, 'stock2_payoff': -7.453188354506921, 'type': '正常平倉'}]"
AVAXUSDT,BTCUSDT,0.0,1.5,1000,0.0,0,,"[{'time': 0, 'type': '配對波動太小，不開倉'}]"
AVAXUSDT,BUSDUSDT,0.0,1.5,1000,0.0,0,,"[{'time': 0, 'type': '配對波動太小，不開倉'}]"
AVAXUSDT,ELFUSDT,18.151729514425284,1.5,1000,0.3216171946491412,1,,"[{'time': 720, 'w1': -0.1670155744451683, 'stock1_payoff': -19.851471178552703, 'w2': -0.8329844255548318, 'stock2_payoff': -0.3171171708087244, 'type': '下開倉'}, {'time': 914, 'w1': 0.1670155744451683, 'stock1_payoff': 20.171900579060225, 'w2': 0.8329844255548318, 'stock2_payoff': 0.3183049649503444, 'type': '正常平倉'}]"
AVAXUSDT,NEARUSDT,91.19481882296195,1.5,1000,0.265336118808853,1,,"[{'time': 783, 'w1': 0.7363494749342131, 'stock1_payoff': 87.45738688835951, 'w2': 0.26365052506578696, 'stock2_payoff': 3.7374319346024394, 'type': '上開倉'}, {'time': 887, 'w1': -0.7363494749342131, 'stock1_payoff': -87.38259219044306, 'w2': -0.26365052506578696, 'stock2_payoff': -3.5468905137100317, 'type': '正常平倉'}]"
AVAXUSDT,SANDUSDT,30.942638953599186,1.5,1000,-0.33573101686577767,1,,"[{'time': 765, 'w1': -0.2535918196876113, 'stock1_payoff': -30.162211033644486, 'w2': 0.7464081803123886, 'stock2_payoff': 3.796649023319149, 'type': '上開倉'}, {'time': 1437, 'w1': 0.2535918196876113, 'stock1_payoff': 30.729739382432577, 'w2': -0.7464081803123886, 'stock2_payoff': -4.699908388973018, 'type': '尾盤強制平倉'}]"
BCHUSDT,BUSDUSDT,0.0,1.5,1000,0.0,0,,"[{'time': 0, 'type': '配對波動太小，不開倉'}]"
BNBUSDT,BUSDUSDT,0.0,1.5,1000,0.0,0,,"[{'time': 0, 'type': '配對波動太小，不開倉'}]"
BTCUSDT,LUNAUSDT,42316.624039235125,1.5,1000,-113.53887492688648,1,,"[{'time': 755, 'w1': 0.8716249669199152, 'stock1_payoff': 42306.5006408765, 'w2': -0.12837503308008485, 'stock2_payoff': -11.248220398477036, 'type': '下開倉'}, {'time': 836, 'w1': -0.8716249669199152, 'stock1_payoff': -42420.44436380083, 'w2': 0.12837503308008485, 'stock2_payoff': 11.65306839592455, 'type': '正常平倉'}]"
BUSDUSDT,CRVUSDT,0.0,1.5,1000,0.0,0,,"[{'time': 0, 'type': '配對波動太小，不開倉'}]"
BUSDUSDT,LUNAUSDT,0.0,1.5,1000,0.0,0,,"[{'time': 0, 'type': '配對波動太小，不開倉'}]"
BUSDUSDT,SUSHIUSDT,0.0,1.5,1000,0.0,0,,"[{'time': 0, 'type': '配對波動太小，不開倉'}]"
BUSDUSDT,XRPUSDT,0.0,1.5,1000,0.0,0,,"[{'time': 0, 'type': '配對波動太小，不開倉'}]"
BUSDUSDT,YFIUSDT,0.0,1.5,1000,0.0,0,,"[{'time': 0, 'type': '配對波動太小，不開倉'}]"
CRVUSDT,ELFUSDT,1.211106987835269,1.5,1000,0.0029181025793248994,1,,"[{'time': 739, 'w1': 0.18571158117154152, 'stock1_payoff': 0.9329134924267144, 'w2': -0.8142884188284585, 'stock2_payoff': -0.3091038837872828, 'type': '下開倉'}, {'time': 763, 'w1': -0.18571158117154152, 'stock1_payoff': -0.931157867994109, 'w2': 0.8142884188284585, 'stock2_payoff': 0.31026636193400237, 'type': '正常平倉'}]"
DOTUSDT,NEARUSDT,23.483051432099472,1.5,1000,0.1402418308867044,1,,"[{'time': 781, 'w1': 0.7186772312590891, 'stock1_payoff': 19.518698659211854, 'w2': 0.28132276874091106, 'stock2_payoff': 3.964352772887617, 'type': '上開倉'}, {'time': 888, 'w1': -0.7186772312590891, 'stock1_payoff': -19.562394234872404, 'w2': -0.28132276874091106, 'stock2_payoff': -3.7804153663403626, 'type': '正常平倉'}]"
EOSUSDT,LTCUSDT,29.834106737087644,1.5,1000,-0.15366448135605992,1,,"[{'time': 725, 'w1': 0.8069060071537093, 'stock1_payoff': 2.706331682112266, 'w2': -0.1930939928462907, 'stock2_payoff': -30.141972283305975, 'type': '下開倉'}, {'time': 739, 'w1': -0.8069060071537093, 'stock1_payoff': -2.699100593929158, 'w2': 0.1930939928462907, 'stock2_payoff': 29.981076713766807, 'type': '正常平倉'}]"
EOSUSDT,YFIUSDT,2997.1234456030884,1.5,1000,-9.752467019783886,1,,"[{'time': 725, 'w1': 0.8956626553610469, 'stock1_payoff': 3.0040180630687203, 'w2': -0.104337344638953, 'stock2_payoff': -3326.7993639333554, 'type': '下開倉'}, {'time': 738, 'w1': -0.8956626553610469, 'stock1_payoff': -2.9968872448380632, 'w2': 0.104337344638953, 'stock2_payoff': 3317.039766095341, 'type': '正常平倉'}]"
NEARUSDT,SANDUSDT,8.13144522715541,1.5,1000,0.08664476267132093,1,,"[{'time': 730, 'w1': 0.3871291126543596, 'stock1_payoff': 5.330502697808364, 'w2': -0.6128708873456404, 'stock2_payoff': -3.1121583659411622, 'type': '下開倉'}, {'time': 857, 'w1': -0.3871291126543596, 'stock1_payoff': -5.375287729205783, 'w2': 0.6128708873456404, 'stock2_payoff': 3.243588160009902, 'type': '正常平倉'}]"
NEARUSDT,SOLUSDT,62.449547718044045,1.5,1000,1.515381760537501,1,,"[{'time': 738, 'w1': 0.6683195556956196, 'stock1_payoff': 9.302400044487342, 'w2': -0.33168044430438043, 'stock2_payoff': -59.05238630395189, 'type': '下開倉'}, {'time': 973, 'w1': -0.6683195556956196, 'stock1_payoff': -8.821149815626484, 'w2': 0.33168044430438043, 'stock2_payoff': 60.086517835628534, 'type': '正常平倉'}]"
NEARUSDT,UNIUSDT,16.45776369475332,1.5,1000,-1.1456599399702012,1,,"[{'time': 730, 'w1': 0.11721723741240715, 'stock1_payoff': 1.6140010653612191, 'w2': 0.8827827625875928, 'stock2_payoff': 14.843762629392101, 'type': '下開倉'}, {'time': 1437, 'w1': -0.11721723741240715, 'stock1_payoff': -1.6073999766363392, 'w2': -0.8827827625875928, 'stock2_payoff': -15.996023658087182, 'type': '尾盤強制平倉'}]"
NEARUSDT,XRPUSDT,0.9138729723741026,1.5,1000,0.022272308458292048,1,,"[{'time': 720, 'w1': -0.003979028204968236, 'stock1_payoff': -0.05415457386961769, 'w2': -0.9960209717950318, 'stock2_payoff': -0.9612598398793851, 'type': '下開倉'}, {'time': 989, 'w1': 0.003979028204968236, 'stock1_payoff': 0.05220997702702535, 'w2': 0.9960209717950318, 'stock2_payoff': 0.9854767451802695, 'type': '正常平倉'}]"
