stock1,stock2,trade_capital,open,loss,reward,open_num,trading_history,trading history
ADAUSDT,ATOMUSDT,13.48953547909271,1.5,1000,-0.043463930882907564,1,,"[{'time': 759, 'w1': -0.5275859373185477, 'stock1_payoff': -0.8267271637781642, 'w2': 0.4724140626814523, 'stock2_payoff': 12.745481031692362, 'type': '上開倉'}, {'time': 799, 'w1': 0.5275859373185477, 'stock1_payoff': 0.8307550186166228, 'w2': -0.4724140626814523, 'stock2_payoff': -12.792972817413728, 'type': '正常平倉'}]"
ADAUSDT,BTCUSDT,0.0,1.5,1000,0.0,0,,"[{'time': 0, 'type': '配對波動太小，不開倉'}]"
ADAUSDT,YFIUSDT,0.0,1.5,1000,0.0,0,,"[{'time': 0, 'type': '配對波動太小，不開倉'}]"
ATOMUSDT,NEARUSDT,14.943537370463291,1.5,1000,-0.020538673954879627,1,,"[{'time': 741, 'w1': 0.39033314046677203, 'stock1_payoff': 10.449134248670287, 'w2': -0.6096668595332281, 'stock2_payoff': -4.993781246436671, 'type': '下開倉'}, {'time': 754, 'w1': -0.39033314046677203, 'stock1_payoff': -10.48044482153283, 'w2': 0.6096668595332281, 'stock2_payoff': 5.004553145344334, 'type': '正常平倉'}]"
ATOMUSDT,UNIUSDT,21.22018102266662,1.5,1000,-0.030211835228817208,1,,"[{'time': 743, 'w1': 0.3811313350503248, 'stock1_payoff': 10.214220685201592, 'w2': -0.6188686649496753, 'stock2_payoff': -12.228844819405586, 'type': '下開倉'}, {'time': 827, 'w1': -0.3811313350503248, 'stock1_payoff': -10.374394940069841, 'w2': 0.6188686649496753, 'stock2_payoff': 12.358807239045017, 'type': '正常平倉'}]"
BCHUSDT,LINKUSDT,189.99939177901965,1.5,1000,0.21388536103735944,1,,"[{'time': 720, 'w1': -0.3430325094499748, 'stock1_payoff': -194.8767686185307, 'w2': -0.6569674905500251, 'stock2_payoff': -16.23366669149112, 'type': '下開倉'}, {'time': 787, 'w1': 0.3430325094499748, 'stock1_payoff': 195.02972681449444, 'w2': 0.6569674905500251, 'stock2_payoff': 16.29459385656473, 'type': '正常平倉'}]"
BTCUSDT,NEARUSDT,31250.242267245012,1.5,1000,-92.97915339768927,1,,"[{'time': 741, 'w1': 0.5500291752974027, 'stock1_payoff': 31246.925127322385, 'w2': -0.4499708247025973, 'stock2_payoff': -3.685711025138975, 'type': '下開倉'}, {'time': 764, 'w1': -0.5500291752974027, 'stock1_payoff': -31339.919869059355, 'w2': 0.4499708247025973, 'stock2_payoff': 3.7012993644191465, 'type': '正常平倉'}]"
BTCUSDT,UNIUSDT,0.0,1.5,1000,0.0,0,,"[{'time': 0, 'type': '配對波動太小，不開倉'}]"
CRVUSDT,NEARUSDT,6.813641700302529,1.5,1000,0.010869673152405945,1,,"[{'time': 720, 'w1': 0.21212356631169396, 'stock1_payoff': 0.9927318205699553, 'w2': -0.7878764336883061, 'stock2_payoff': -6.4676776441473045, 'type': '上開倉'}, {'time': 756, 'w1': -0.21212356631169396, 'stock1_payoff': -0.9910413018082341, 'w2': 0.7878764336883061, 'stock2_payoff': 6.476856798537989, 'type': '正常平倉'}]"
DOGEUSDT,DOTUSDT,8.047494069035624,1.5,1000,-0.018015617567244346,1,,"[{'time': 728, 'w1': -0.7773662882566387, 'stock1_payoff': -0.1583495129178773, 'w2': 0.2226337117433612, 'stock2_payoff': 7.904979507409534, 'type': '下開倉'}, {'time': 780, 'w1': 0.7773662882566387, 'stock1_payoff': 0.15888818888732475, 'w2': -0.2226337117433612, 'stock2_payoff': -7.923533800946226, 'type': '正常平倉'}]"
