stock1,stock2,trade_capital,open,loss,reward,open_num,trading_history,trading history
ATOMUSDT,CRVUSDT,16.807113978984937,1.5,1000,0.41824296892612467,1,,"[{'time': 720, 'w1': 0.6766268430807688, 'stock1_payoff': 15.822830763954181, 'w2': -0.3233731569192313, 'stock2_payoff': -1.0936480167008402, 'type': '下開倉'}, {'time': 899, 'w1': -0.6766268430807688, 'stock1_payoff': -15.39326068008749, 'w2': 0.3233731569192313, 'stock2_payoff': 1.0823209017602735, 'type': '正常平倉'}]"
ATOMUSDT,DOGEUSDT,11.244971490780674,1.5,1000,0.06931272745705297,1,,"[{'time': 720, 'w1': 0.477541476012785, 'stock1_payoff': 11.167245336167097, 'w2': -0.522458523987215, 'stock2_payoff': -0.08636239401508665, 'type': '下開倉'}, {'time': 744, 'w1': -0.477541476012785, 'stock1_payoff': -11.098063902537122, 'w2': 0.522458523987215, 'stock2_payoff': 0.08649368784216464, 'type': '正常平倉'}]"
ATOMUSDT,XRPUSDT,11.0988173270751,1.5,1000,-0.0034024995280503845,1,,"[{'time': 720, 'w1': 0.4584628948650768, 'stock1_payoff': 10.72109519624349, 'w2': -0.5415371051349233, 'stock2_payoff': -0.4196912564795655, 'type': '下開倉'}, {'time': 752, 'w1': -0.4584628948650768, 'stock1_payoff': -10.728031739842796, 'w2': 0.5415371051349233, 'stock2_payoff': 0.42322530055082075, 'type': '正常平倉'}]"
AVAXUSDT,YFIUSDT,10380.247461798392,1.5,1000,567.0016934380502,1,,"[{'time': 720, 'w1': 0.4943610277821382, 'stock1_payoff': 40.19543476456107, 'w2': -0.5056389722178618, 'stock2_payoff': -11488.946696704257, 'type': '上開倉'}, {'time': 1437, 'w1': -0.4943610277821382, 'stock1_payoff': -46.05961695846182, 'w2': 0.5056389722178618, 'stock2_payoff': 12061.812572336208, 'type': '尾盤強制平倉'}]"
BCHUSDT,LINKUSDT,313.06722395832185,1.5,1000,-21.994343418128814,1,,"[{'time': 720, 'w1': 0.6966434238619795, 'stock1_payoff': 308.1501172157007, 'w2': -0.3033565761380204, 'stock2_payoff': -5.4634519362457485, 'type': '上開倉'}, {'time': 1437, 'w1': -0.6966434238619795, 'stock1_payoff': -330.6966333072817, 'w2': 0.3033565761380204, 'stock2_payoff': 6.015624609697934, 'type': '尾盤強制平倉'}]"
CRVUSDT,MATICUSDT,2.2696932434712966,1.5,1000,-0.166542706856881,1,,"[{'time': 933, 'w1': -0.3283665808191845, 'stock1_payoff': -1.1239988061440687, 'w2': 0.6716334191808154, 'stock2_payoff': 1.2580943179416348, 'type': '上開倉'}, {'time': 1437, 'w1': 0.3283665808191845, 'stock1_payoff': 1.223298009466823, 'w2': -0.6716334191808154, 'stock2_payoff': -1.5239362281212703, 'type': '尾盤強制平倉'}]"
DOTUSDT,TRXUSDT,9.305610342323584,1.5,1000,0.007340575624995509,1,,"[{'time': 720, 'w1': 0.3530937852379778, 'stock1_payoff': 9.258334436148775, 'w2': -0.6469062147620223, 'stock2_payoff': -0.052528784638676204, 'type': '下開倉'}, {'time': 725, 'w1': -0.3530937852379778, 'stock1_payoff': -9.251057173235019, 'w2': 0.6469062147620223, 'stock2_payoff': 0.05259209734991497, 'type': '正常平倉'}]"
ELFUSDT,MATICUSDT,0.8262262807323253,1.5,1000,0.002768238218383845,1,,"[{'time': 720, 'w1': 0.6346717079720068, 'stock1_payoff': 0.22617456107634643, 'w2': -0.3653282920279932, 'stock2_payoff': -0.6667241329510876, 'type': '上開倉'}, {'time': 723, 'w1': -0.6346717079720068, 'stock1_payoff': -0.22568925935484563, 'w2': 0.3653282920279932, 'stock2_payoff': 0.6690070694479706, 'type': '正常平倉'}]"
ELFUSDT,POWRUSDT,0.3669712168946573,1.5,1000,0.0020674004550700065,1,,"[{'time': 772, 'w1': -0.46959422109071597, 'stock1_payoff': -0.16806777172836723, 'w2': 0.5304057789092841, 'stock2_payoff': 0.2157102223391268, 'type': '上開倉'}, {'time': 778, 'w1': 0.46959422109071597, 'stock1_payoff': 0.1682845599005338, 'w2': -0.5304057789092841, 'stock2_payoff': -0.21385961005622334, 'type': '正常平倉'}]"
ELFUSDT,XRPUSDT,0.5417750248967271,1.5,1000,0.0011266409576217717,1,,"[{'time': 734, 'w1': 0.4496156673446006, 'stock1_payoff': 0.15991287105708454, 'w2': -0.5503843326553993, 'stock2_payoff': -0.42429128204404737, 'type': '下開倉'}, {'time': 738, 'w1': -0.4496156673446006, 'stock1_payoff': -0.15853448430570619, 'w2': 0.5503843326553993, 'stock2_payoff': 0.4240395362502908, 'type': '正常平倉'}]"
POWRUSDT,YFIUSDT,9810.903577967387,1.5,1000,472.0528833623381,1,,"[{'time': 751, 'w1': 0.5232425873477358, 'stock1_payoff': 0.21290152231268603, 'w2': -0.4767574126522643, 'stock2_payoff': -10900.767418272304, 'type': '下開倉'}, {'time': 1437, 'w1': -0.5232425873477358, 'stock1_payoff': -0.24728444678053993, 'w2': 0.4767574126522643, 'stock2_payoff': 11372.85468455911, 'type': '尾盤強制平倉'}]"
