stock1,stock2,trade_capital,open,loss,reward,open_num,trading_history,trading history
AAVEUSDT,CRVUSDT,161.78799676830016,1.5,1000,0.45348572493884975,1,,"[{'time': 739, 'w1': 0.7015055824815986, 'stock1_payoff': 160.5439018855252, 'w2': -0.2984944175184014, 'stock2_payoff': -1.3823276475277169, 'type': '下開倉'}, {'time': 759, 'w1': -0.7015055824815986, 'stock1_payoff': -160.0835739223008, 'w2': 0.2984944175184014, 'stock2_payoff': 1.3754854092421513, 'type': '正常平倉'}]"
AAVEUSDT,DOGEUSDT,0.0,1.5,1000,0.0,0,,"[{'time': 0, 'type': '配對波動太小，不開倉'}]"
ADAUSDT,BCHUSDT,0.0,1.5,1000,0.0,0,,"[{'time': 0, 'type': '配對波動太小，不開倉'}]"
ADAUSDT,BNBUSDT,217.11217545989572,1.5,1000,1.122063638041219,1,,"[{'time': 722, 'w1': -0.6379089408212986, 'stock1_payoff': -0.9670699542850887, 'w2': 0.3620910591787014, 'stock2_payoff': 216.24181250103913, 'type': '上開倉'}, {'time': 1253, 'w1': 0.6379089408212986, 'stock1_payoff': 0.9656193493536611, 'w2': -0.3620910591787014, 'stock2_payoff': -215.1182982580665, 'type': '正常平倉'}]"
ADAUSDT,BTCUSDT,0.0,1.5,1000,0.0,0,,"[{'time': 0, 'type': '配對波動太小，不開倉'}]"
ADAUSDT,DOGEUSDT,0.6442906531911438,1.5,1000,0.010064707022609198,1,,"[{'time': 720, 'w1': 0.3474191311210088, 'stock1_payoff': 0.5265911676801289, 'w2': -0.6525808688789911, 'stock2_payoff': -0.1307772061233498, 'type': '下開倉'}, {'time': 1181, 'w1': -0.3474191311210088, 'stock1_payoff': -0.5152225714524561, 'w2': 0.6525808688789911, 'stock2_payoff': 0.12947331691828617, 'type': '正常平倉'}]"
ADAUSDT,EOSUSDT,0.0,1.5,1000,0.0,0,,"[{'time': 0, 'type': '配對波動太小，不開倉'}]"
AVAXUSDT,BCHUSDT,398.97735341315723,1.5,1000,-0.20226078477023535,1,,"[{'time': 753, 'w1': 0.25374416412706724, 'stock1_payoff': 27.968802050569973, 'w2': -0.7462558358729328, 'stock2_payoff': -412.23172373620804, 'type': '上開倉'}, {'time': 804, 'w1': -0.25374416412706724, 'stock1_payoff': -27.25466066888829, 'w2': 0.7462558358729328, 'stock2_payoff': 411.3153215697561, 'type': '正常平倉'}]"
AVAXUSDT,DOGEUSDT,22.972423338631234,1.5,1000,0.1984946985378348,1,,"[{'time': 744, 'w1': 0.21155770038974275, 'stock1_payoff': 22.83085852373621, 'w2': -0.7884422996102572, 'stock2_payoff': -0.15729423877224633, 'type': '下開倉'}, {'time': 805, 'w1': -0.21155770038974275, 'stock1_payoff': -22.632442787694682, 'w2': 0.7884422996102572, 'stock2_payoff': 0.15737320126855228, 'type': '正常平倉'}]"
AVAXUSDT,UNIUSDT,41.16167147874942,1.5,1000,0.3650942087345559,1,,"[{'time': 720, 'w1': -0.2784567185634412, 'stock1_payoff': -30.357351457786354, 'w2': 0.7215432814365588, 'stock2_payoff': 13.8400551667417, 'type': '下開倉'}, {'time': 753, 'w1': 0.2784567185634412, 'stock1_payoff': 30.692728906474944, 'w2': -0.7215432814365588, 'stock2_payoff': -13.810338406695735, 'type': '正常平倉'}]"
BCHUSDT,DOTUSDT,369.2154229877599,1.5,1000,1.8412920906037762,1,,"[{'time': 856, 'w1': -0.7274796061834917, 'stock1_payoff': -400.11378340092045, 'w2': 0.2725203938165082, 'stock2_payoff': 9.113017926931489, 'type': '上開倉'}, {'time': 865, 'w1': 0.7274796061834917, 'stock1_payoff': 402.0559720795289, 'w2': -0.2725203938165082, 'stock2_payoff': -9.213914514936144, 'type': '正常平倉'}]"
BNBUSDT,BTCUSDT,0.0,1.5,1000,0.0,0,,"[{'time': 0, 'type': '配對波動太小，不開倉'}]"
