stock1,stock2,trade_capital,open,loss,reward,open_num,trading_history,trading history
AAVEUSDT,USDCUSDT,0.0,1.5,1000,0.0,0,,"[{'time': 0, 'type': '配對波動太小，不開倉'}]"
ADAUSDT,ATOMUSDT,12.367778906388812,1.5,1000,0.030085245979617148,1,,"[{'time': 722, 'w1': -0.4583344604631414, 'stock1_payoff': -0.5752097478812425, 'w2': 0.5416655395368586, 'stock2_payoff': 11.850090133295694, 'type': '上開倉'}, {'time': 751, 'w1': 0.4583344604631414, 'stock1_payoff': 0.5743469332594207, 'w2': -0.5416655395368586, 'stock2_payoff': -11.819142072694255, 'type': '正常平倉'}]"
ADAUSDT,DOGEUSDT,0.671287347857205,1.5,1000,-0.0018515670654706412,1,,"[{'time': 742, 'w1': 0.4704205203210537, 'stock1_payoff': 0.5890224714838774, 'w2': -0.5295794796789464, 'stock2_payoff': -0.09140541819258614, 'type': '下開倉'}, {'time': 914, 'w1': -0.4704205203210537, 'stock1_payoff': -0.5913185940435646, 'w2': 0.5295794796789464, 'stock2_payoff': 0.09184997368680264, 'type': '正常平倉'}]"
ADAUSDT,LUNAUSDT,4.12667434000094,1.5,1000,0.13459581094101014,1,,"[{'time': 720, 'w1': 0.9531102714963764, 'stock1_payoff': 1.192455799429682, 'w2': -0.046889728503623655, 'stock2_payoff': -3.2602428228569527, 'type': '下開倉'}, {'time': 1149, 'w1': -0.9531102714963764, 'stock1_payoff': -1.1742318544835357, 'w2': 0.046889728503623655, 'stock2_payoff': 3.3766146888518165, 'type': '正常平倉'}]"
ADAUSDT,NEARUSDT,0.0,1.5,1000,0.0,0,,"[{'time': 0, 'type': '配對波動太小，不開倉'}]"
ADAUSDT,SOLUSDT,86.1540589753818,1.5,1000,-1.393172337150585,1,,"[{'time': 720, 'w1': -0.5237216761044253, 'stock1_payoff': -0.6562232601588449, 'w2': 0.4762783238955746, 'stock2_payoff': 85.56345804123885, 'type': '上開倉'}, {'time': 1437, 'w1': 0.5237216761044253, 'stock1_payoff': 0.6489636921455234, 'w2': -0.4762783238955746, 'stock2_payoff': -86.94937081037611, 'type': '尾盤強制平倉'}]"
ATOMUSDT,FTMUSDT,13.980702499313708,1.5,1000,0.006882326204786682,1,,"[{'time': 730, 'w1': -0.6852249710620677, 'stock1_payoff': -15.013279115969903, 'w2': 0.3147750289379323, 'stock2_payoff': 0.4687512949407952, 'type': '上開倉'}, {'time': 813, 'w1': 0.6852249710620677, 'stock1_payoff': 15.018127082640166, 'w2': -0.3147750289379323, 'stock2_payoff': -0.4667169354062722, 'type': '正常平倉'}]"
ATOMUSDT,LUNAUSDT,28.94507657137457,1.5,1000,0.20009833180201753,1,,"[{'time': 729, 'w1': 0.8279763876151912, 'stock1_payoff': 18.13855324136088, 'w2': -0.17202361238480884, 'stock2_payoff': -12.007248144459657, 'type': '下開倉'}, {'time': 751, 'w1': -0.8279763876151912, 'stock1_payoff': -18.066444777763472, 'w2': 0.17202361238480884, 'stock2_payoff': 12.135238012664265, 'type': '正常平倉'}]"
ATOMUSDT,USDCUSDT,0.0,1.5,1000,0.0,0,,"[{'time': 0, 'type': '配對波動太小，不開倉'}]"
AVAXUSDT,FTMUSDT,50.450156119449304,1.5,1000,-0.46656805544472313,1,,"[{'time': 731, 'w1': -0.4739238594352256, 'stock1_payoff': -55.18369419263767, 'w2': 0.5260761405647745, 'stock2_payoff': 0.7848313460754028, 'type': '上開倉'}, {'time': 817, 'w1': 0.4739238594352256, 'stock1_payoff': 54.70815188322247, 'w2': -0.5260761405647745, 'stock2_payoff': -0.7758570921049295, 'type': '正常平倉'}]"
