S1,S2,VECM(q),mu,Johansen_slope,stdev,model,w1,w2,form_del_min
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.0016436380697346317,1.0,-0.4047984773238812,0.5952015226761188,107
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.001481558257406917,1.0,-0.4048075567049039,0.5951924432950961,108
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.001484623819801102,1.0,-0.40479205811605584,0.5952079418839442,109
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.0014450928488913173,1.0,-0.4047895568634787,0.5952104431365214,110
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.001460109107442127,1.0,-0.4047807782989205,0.5952192217010794,111
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.0013656839803010236,1.0,-0.40479903851323923,0.5952009614867607,112
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.0013874233015152893,1.0,-0.4047918908039544,0.5952081091960456,113
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.001342974859542442,1.0,-0.4047943012638333,0.5952056987361667,114
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.0013503225297058648,1.0,-0.4047909598505352,0.5952090401494649,115
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.0013959380988842755,1.0,-0.40478944589939486,0.5952105541006052,120
BTCUSDT,ETHUSDT,0.0,-1.2370186775552665,0.0,0.001567563432786953,2.0,0.3364917098837103,-0.6635082901162898,124
BTCUSDT,ETHUSDT,0.0,-1.5313879523186662,0.0,0.0016665087590735375,2.0,0.3202512152031375,-0.6797487847968626,125
BTCUSDT,ETHUSDT,0.0,-1.7405269465191393,0.0,0.001740094307712036,2.0,0.30870513918333176,-0.6912948608166682,126
BTCUSDT,ETHUSDT,0.0,-1.6661233190863842,0.0,0.0016795941907083918,2.0,0.31280842928760305,-0.687191570712397,127
BTCUSDT,ETHUSDT,0.0,1.6127040047358343,0.0,0.001631576580658693,3.0,-0.3157673627199695,0.6842326372800305,128
BTCUSDT,ETHUSDT,0.0,-0.9543895349256604,-9.215619632871143e-05,0.0010270641101677773,4.0,-0.4576481011062462,0.5423518988937538,129
BTCUSDT,ETHUSDT,0.0,0.358821751741289,0.00010846965406996183,0.001215090508675572,4.0,0.42468003753873534,-0.5753199624612647,158
BTCUSDT,ETHUSDT,0.0,0.34013685642932645,0.00010830219398082563,0.0012506126018923753,4.0,0.42364242663868,-0.57635757336132,159
BTCUSDT,ETHUSDT,2.0,-0.79842350385374,-8.686309169443802e-05,0.0012079285137199258,4.0,-0.44883558742762825,0.5511644125723717,165
BTCUSDT,ETHUSDT,2.0,-0.762001140552917,-8.678553743305111e-05,0.001214258435850502,4.0,-0.4468224872057879,0.5531775127942121,166
BTCUSDT,ETHUSDT,2.0,-4.149887787824109,0.0,0.0020299775088942836,3.0,-0.6335015986089305,0.3664984013910696,176
BTCUSDT,ETHUSDT,2.0,-3.8261735864168216,0.0,0.00179176197529314,2.0,-0.6156527193201268,0.3843472806798733,177
BTCUSDT,ETHUSDT,2.0,-3.1761374377050284,0.0,0.0012072119876184678,2.0,-0.5797769495193198,0.4202230504806802,183
BTCUSDT,ETHUSDT,1.0,-3.1495348946704587,0.0,0.001182276703933088,2.0,-0.5783092585755574,0.42169074142444263,184
BTCUSDT,ETHUSDT,1.0,-3.111643426286533,0.0,0.0011486721224478772,2.0,-0.5762179359340737,0.4237820640659263,185
BTCUSDT,ETHUSDT,1.0,-2.9907060395616205,0.0,0.0011141133431294078,2.0,-0.5695430401686197,0.4304569598313803,186
BTCUSDT,ETHUSDT,1.0,-3.2156334343715214,0.0,0.0011207323152370003,2.0,-0.5819567257073239,0.4180432742926761,188
BTCUSDT,ETHUSDT,0.0,4.366439278029608,-0.00012825009572471513,0.0011753919985397904,4.0,0.64518611321818,-0.35481388678181996,274
BTCUSDT,ETHUSDT,0.0,4.29846412395884,-0.00012949374744948233,0.0010935746158208146,4.0,0.6414444276626726,-0.3585555723373274,275
BTCUSDT,ETHUSDT,0.0,4.433983059249204,-0.00013380206778191756,0.0010971134351983312,4.0,0.6489078472285479,-0.35109215277145206,277
BTCUSDT,ETHUSDT,0.0,4.531577913221417,-0.0001343766187893192,0.0011524344860694897,4.0,0.6542875839801541,-0.345712416019846,278
BTCUSDT,ETHUSDT,0.0,4.26520159521949,-0.00011348259200300132,0.000994676434222172,4.0,0.6396854193677869,-0.3603145806322132,281
BTCUSDT,ETHUSDT,0.0,-4.834755496027778,0.0,0.0013733450273895093,3.0,-0.6714737161941174,0.3285262838058826,325
BTCUSDT,ETHUSDT,0.0,-4.608508990996997,0.0,0.001245562477535288,3.0,-0.65900809701294,0.34099190298706,327
BTCUSDT,ETHUSDT,0.0,-4.483806414314279,0.0,0.0012105631384875166,3.0,-0.6521372163898222,0.3478627836101777,328
BTCUSDT,ETHUSDT,0.0,-4.415139671615527,0.0,0.0011578538987735132,3.0,-0.6483570615921571,0.35164293840784294,330
BTCUSDT,ETHUSDT,0.0,-4.20892186131909,0.0,0.001084229978743264,2.0,-0.6370016557538336,0.36299834424616634,333
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.0011815069136029816,1.0,-0.4052254372039856,0.5947745627960145,382
BTCUSDT,ETHUSDT,0.0,-7.208480880503568,0.0,0.0025345744844300472,2.0,-0.8028235510919645,0.1971764489080356,481
BTCUSDT,ETHUSDT,0.0,-7.340323485972411,0.0,0.0026406598624660084,2.0,-0.8101067965336615,0.1898932034663386,482
BTCUSDT,ETHUSDT,0.0,-7.7018438331563885,0.0,0.0027349568338371918,2.0,-0.8301191418955886,0.16988085810441148,483
BTCUSDT,ETHUSDT,0.0,-8.478095887866711,0.0,0.00305522751367642,2.0,-0.8730633759210095,0.12693662407899062,484
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.0029607638148307323,1.0,-0.40392620450144995,0.5960737954985501,485
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.002855196060929084,1.0,-0.4039219748402768,0.5960780251597232,486
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.003260376132416255,1.0,-0.4038610041810185,0.5961389958189816,487
