S1,S2,VECM(q),mu,Johansen_slope,stdev,model,w1,w2,form_del_min
BTCUSDT,ETHUSDT,0.0,-2.344938966370613,0.0,0.00110654261474224,3.0,-0.5538860542941122,0.4461139457058879,1
BTCUSDT,ETHUSDT,0.0,-3.039341873648483,-3.550812084699002e-05,0.0008169918408747669,4.0,-0.5911005579383048,0.40889944206169515,5
BTCUSDT,ETHUSDT,0.0,-2.3365072611661244,0.0,0.0029028340359551455,3.0,-0.5533775197423199,0.4466224802576801,6
BTCUSDT,ETHUSDT,0.0,-2.3915431632292012,0.0,0.009767520487214642,2.0,-0.5563953298962417,0.4436046701037583,7
BTCUSDT,ETHUSDT,0.0,-2.339275033579625,0.0,0.012402259714927125,2.0,-0.5536083286654354,0.4463916713345646,8
BTCUSDT,ETHUSDT,0.0,-2.389321062898034,0.0,0.009632338564992597,2.0,-0.5562806538902371,0.4437193461097629,9
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.002191783239032136,1.0,-0.42880601522880357,0.5711939847711964,69
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.002178732126648477,1.0,-0.428804501489678,0.571195498510322,70
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.0021635257334200624,1.0,-0.42880266031703124,0.5711973396829687,71
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.0021243319326264315,1.0,-0.4288034618247248,0.5711965381752753,72
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.0021238397867020258,1.0,-0.4288011345789671,0.5711988654210329,73
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.0020704951170429425,1.0,-0.4287985103302558,0.5712014896697443,74
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.002069260693125937,1.0,-0.42880345166262596,0.5711965483373741,75
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.0020807914198678864,1.0,-0.4288058417875878,0.5711941582124122,76
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.0020811386447103283,1.0,-0.4288079190581379,0.5711920809418621,77
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.0021078195387807756,1.0,-0.42881239730975124,0.5711876026902488,78
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.0020809581369207707,1.0,-0.4288130031889754,0.5711869968110247,79
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.002071760964102137,1.0,-0.428816365527197,0.5711836344728031,80
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.0020642596625264045,1.0,-0.4288210901340967,0.5711789098659034,81
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.0021302805974978863,1.0,-0.4288260649926426,0.5711739350073575,82
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.002151937035086539,1.0,-0.42882878224456983,0.5711712177554301,83
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.002167265965115156,1.0,-0.42884102709597327,0.5711589729040267,84
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.0020812251468681256,1.0,-0.4288330067777059,0.5711669932222941,85
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.002086615524193195,1.0,-0.428839504423127,0.571160495576873,86
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.00196304194744409,1.0,-0.42883878761790534,0.5711612123820946,87
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.0020343507648703666,1.0,-0.42884722668522657,0.5711527733147735,88
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.0020329315213830105,1.0,-0.4288543021778806,0.5711456978221194,89
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.001963988622473012,1.0,-0.42885374914023283,0.5711462508597671,90
BTCUSDT,ETHUSDT,0.0,-4.288626416318362,0.0,0.0011220461955113621,2.0,-0.6563471163374789,0.34365288366252106,125
BTCUSDT,ETHUSDT,0.0,-4.053819203091507,0.0,0.0009447162205450575,2.0,-0.643897024432412,0.356102975567588,126
BTCUSDT,ETHUSDT,0.0,-10.141006410407265,-0.00026829054836025474,0.002442975107778961,4.0,-0.7710120092847197,-0.22898799071528028,148
BTCUSDT,ETHUSDT,0.0,10.150505003502357,0.0002709318186768185,0.002284401242663903,4.0,0.7745641719645154,0.22543582803548443,149
BTCUSDT,ETHUSDT,1.0,0.0,0.0,0.001282553549573428,1.0,-0.4290670476881769,0.5709329523118231,175
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.0013194181029017584,1.0,-0.4290528829395433,0.5709471170604568,176
BTCUSDT,ETHUSDT,0.0,3.219757397185693,0.0,0.0020010367894827442,3.0,-0.2585052921920425,0.7414947078079576,193
BTCUSDT,ETHUSDT,0.0,6.646033603079059,0.0,0.000826554318700962,2.0,0.7813112619720872,-0.2186887380279128,294
BTCUSDT,ETHUSDT,0.0,-9.024375260071533,0.0,0.0022858222389432457,2.0,-0.3467531774493841,-0.6532468225506158,302
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.0009721038976509351,1.0,-0.42909072053632885,0.5709092794636711,303
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.0009632202723821238,1.0,-0.4290923552416906,0.5709076447583095,304
BTCUSDT,ETHUSDT,0.0,0.0,0.0,,1.0,-0.4290370646812072,0.5709629353187928,362
BTCUSDT,ETHUSDT,0.0,0.0,0.0,,1.0,-0.4290459766161363,0.5709540233838638,363
BTCUSDT,ETHUSDT,0.0,0.0,0.0,,1.0,-0.4290174153698223,0.5709825846301778,364
BTCUSDT,ETHUSDT,0.0,0.0,0.0,,1.0,-0.42902701078104816,0.5709729892189519,365
BTCUSDT,ETHUSDT,0.0,0.0,0.0,,1.0,0.4290067129341207,-0.5709932870658794,366
BTCUSDT,ETHUSDT,0.0,0.0,0.0,,1.0,0.42898814833729443,-0.5710118516627055,367
BTCUSDT,ETHUSDT,0.0,0.0,0.0,,1.0,0.42893873177913966,-0.5710612682208603,368
BTCUSDT,ETHUSDT,0.0,0.0,0.0,,1.0,0.4289305544741167,-0.5710694455258833,369
BTCUSDT,ETHUSDT,0.0,0.0,0.0,,1.0,0.428873303490976,-0.571126696509024,370
BTCUSDT,ETHUSDT,0.0,0.0,0.0,,1.0,0.42887837711874616,-0.5711216228812538,371
BTCUSDT,ETHUSDT,0.0,0.0,0.0,,1.0,0.42890126683476315,-0.571098733165237,372
BTCUSDT,ETHUSDT,0.0,0.0,0.0,,1.0,0.42890348225985797,-0.571096517740142,373
BTCUSDT,ETHUSDT,0.0,0.0,0.0,,1.0,0.4289462399413429,-0.5710537600586572,374
BTCUSDT,ETHUSDT,0.0,0.0,0.0,,1.0,0.42890487449788567,-0.5710951255021144,375
BTCUSDT,ETHUSDT,0.0,0.0,0.0,,1.0,0.42880500464724286,-0.5711949953527572,376
BTCUSDT,ETHUSDT,0.0,0.0,0.0,,1.0,0.42876884883280914,-0.5712311511671908,377
BTCUSDT,ETHUSDT,0.0,-10.091542245405938,0.0,0.0021914887134489285,2.0,-0.9639669790074437,0.0360330209925563,378
BTCUSDT,ETHUSDT,0.0,-9.870025835696808,0.0,0.0021570868413957416,2.0,-0.9522298832242431,0.047770116775756946,379
BTCUSDT,ETHUSDT,0.0,-9.573011222024242,0.0,0.002046221563306048,2.0,-0.9364896022515343,0.0635103977484657,380
BTCUSDT,ETHUSDT,0.0,-9.673553583373023,0.0,0.002186627521833103,2.0,-0.9418158814525707,0.05818411854742939,381
BTCUSDT,ETHUSDT,0.0,0.0,0.0,,1.0,0.4286908481808041,-0.571309151819196,382
BTCUSDT,ETHUSDT,0.0,0.0,0.0,,1.0,0.42865488336240704,-0.5713451166375929,383
BTCUSDT,ETHUSDT,0.0,-9.99571325668787,0.0,0.002114725302008411,2.0,-0.9588847099377037,0.04111529006229637,386
BTCUSDT,ETHUSDT,0.0,-9.712915874723995,0.0,0.00226946964965008,2.0,-0.9438635724919315,0.05613642750806852,390
