S1,S2,VECM(q),mu,Johansen_slope,stdev,model,w1,w2,form_del_min
BTCUSDT,ETHUSDT,0.0,-3.399965360035905,0.0,0.0011398283031557844,3.0,-0.5921256058620763,0.4078743941379237,190
BTCUSDT,ETHUSDT,0.0,-2.333392182021698,9.002040145550649e-05,0.0012275765364614564,5.0,-0.5331739944431777,0.4668260055568223,240
BTCUSDT,ETHUSDT,0.0,5.493691717886874,-0.00010930242157898469,0.0016147792319582183,4.0,0.7072581598504368,-0.2927418401495631,265
BTCUSDT,ETHUSDT,0.0,1.9918261782686497,-3.119930033947795e-05,0.0008570734325677147,4.0,0.5142004751200583,-0.48579952487994177,815
BTCUSDT,ETHUSDT,0.0,1.9625514267617448,-3.297131676822082e-05,0.0009205003081932952,4.0,0.5125909242218843,-0.48740907577811576,820
BTCUSDT,ETHUSDT,0.0,2.025798034975089,-3.701472671443992e-05,0.0007873699488833716,4.0,0.5160578824920998,-0.4839421175079003,825
BTCUSDT,ETHUSDT,0.0,-1.4642112500883675,0.0,0.0011522432160207118,3.0,-0.48532364465070993,0.5146763553492901,830
BTCUSDT,ETHUSDT,0.0,-1.9880717829574495,3.27408124178304e-05,0.0007825841691462535,5.0,-0.5140155454814526,0.4859844545185474,835
BTCUSDT,ETHUSDT,0.0,-2.0364763299788553,3.752907460656646e-05,0.0008170190209395246,5.0,-0.5166716895630632,0.4833283104369368,840
BTCUSDT,ETHUSDT,0.0,-2.654668186079224,0.0,0.0016090759221133331,3.0,-0.5513356963545701,0.44866430364542986,1040
BTCUSDT,ETHUSDT,0.0,-2.8742355757455256,0.0,0.0018263408635419698,2.0,-0.563411498610348,0.43658850138965205,1045
BTCUSDT,ETHUSDT,0.0,-2.800021068232068,0.0,0.001620152458329726,3.0,-0.5593694709660921,0.44063052903390787,1050
BTCUSDT,ETHUSDT,0.0,-2.888175291284772,0.0,0.0018125421825540165,2.0,-0.5641866340996232,0.4358133659003767,1075
BTCUSDT,ETHUSDT,0.0,-10.13232739760065,-0.00028801845236902437,0.0030287045644471463,4.0,-0.7998682485294702,-0.20013175147052972,1525
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.0025805745006794315,1.0,-0.4083240700791487,0.5916759299208513,1690
BTCUSDT,ETHUSDT,0.0,-3.940527993507361,0.0,0.004194692247565418,2.0,0.19408118048981832,-0.8059188195101817,1710
BTCUSDT,ETHUSDT,0.0,-5.165890650716832,0.0,0.0044744106645142915,2.0,0.12754308919852103,-0.8724569108014789,1715
BTCUSDT,ETHUSDT,0.0,-3.706307103401234,0.0,0.0034397437459621157,2.0,0.20680016924424616,-0.7931998307557538,1720
BTCUSDT,ETHUSDT,0.0,0.5707355177990951,-0.00011865201790372462,0.0014801419408773393,5.0,-0.3776751923776158,0.6223248076223842,1725
BTCUSDT,ETHUSDT,0.0,-0.36235517499479314,0.0001051528248136363,0.0014067745589974256,4.0,0.3889212755748876,-0.6110787244251124,1730
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.0026737754748722437,1.0,-0.40809030133983387,0.5919096986601662,1735
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.002717364013559574,1.0,-0.408070052096044,0.591929947903956,1740
BTCUSDT,ETHUSDT,0.0,-1.7575984656848724,9.166418468849404e-05,0.001620094724646581,4.0,0.31295564927189806,-0.6870443507281019,1755
BTCUSDT,ETHUSDT,0.0,-1.3079063101574482,-6.193044462504706e-05,0.0009248264498207861,4.0,-0.4792627015286831,0.5207372984713169,1780
BTCUSDT,ETHUSDT,0.0,-1.294216355595338,-5.672617723813566e-05,0.0008739680576747472,4.0,-0.4784819729156401,0.5215180270843599,1785
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.0013107455307740518,1.0,-0.40793609276704157,0.5920639072329584,1810
BTCUSDT,ETHUSDT,0.0,3.9643539521123436,0.0,0.0021704246076160697,3.0,-0.19259312512598958,0.8074068748740104,1815
BTCUSDT,ETHUSDT,0.0,-1.9890139157530131,0.0,0.001408035925826026,2.0,0.29954366267886007,-0.70045633732114,2075
BTCUSDT,ETHUSDT,0.0,-1.8630552783049628,0.0,0.0014640202798226751,2.0,0.306393337722592,-0.693606662277408,2080
BTCUSDT,ETHUSDT,0.0,2.221015821806222,0.0,0.0015812115336280442,2.0,-0.286952435889223,0.7130475641107771,2085
BTCUSDT,ETHUSDT,0.0,-2.7035031295196092,0.0,0.0017954285939292968,2.0,0.2607735716320422,-0.7392264283679578,2090
BTCUSDT,ETHUSDT,0.0,-2.5905062824141005,0.0,0.0018564582779928283,2.0,0.26691705883017114,-0.7330829411698289,2095
BTCUSDT,ETHUSDT,0.0,0.0,0.0,,1.0,-0.4081491762730541,0.5918508237269459,2100
BTCUSDT,ETHUSDT,0.0,4.28317230883634,-9.155432516177253e-05,0.002085073197969668,5.0,-0.1748402173701014,0.8251597826298986,2555
BTCUSDT,ETHUSDT,0.0,-8.611237745377473,6.408130909171559e-05,0.002299495852227441,5.0,-0.8730963219820749,0.1269036780179251,2595
BTCUSDT,ETHUSDT,0.0,-6.082999268444121,0.0,0.0016716975773502039,3.0,-0.736258623965712,0.263741376034288,2605
BTCUSDT,ETHUSDT,0.0,0.25174966031085666,-0.00010654781872150091,0.001195122603853788,4.0,-0.3930502623357266,0.6069497376642734,2620
BTCUSDT,ETHUSDT,0.0,-0.6863532347142807,0.00011055360368057926,0.0013199638739144783,4.0,0.3694696542539211,-0.6305303457460789,2625
BTCUSDT,ETHUSDT,0.0,-1.1612017031409243,-9.470867526953226e-05,0.0012545049069015769,4.0,-0.4695123730736568,0.5304876269263433,2645
BTCUSDT,ETHUSDT,0.0,-1.0092837351832424,-0.00010115670482316465,0.001339524216541918,4.0,-0.4612546819220203,0.5387453180779798,2650
BTCUSDT,ETHUSDT,0.0,-4.268018001763966,0.0,0.001270965851522868,3.0,-0.637800389575381,0.362199610424619,2655
BTCUSDT,ETHUSDT,0.0,-1.269886747424675,-8.830001756259979e-05,0.001390950431456946,4.0,-0.47530998427401905,0.524690015725981,2660
BTCUSDT,ETHUSDT,0.0,-1.2794591813274003,-0.00010154002888369849,0.0014169297209767329,5.0,-0.47582541371680076,0.5241745862831992,2670
BTCUSDT,ETHUSDT,0.0,-1.1017079614957181,-0.00010256249077197648,0.0013934368390773908,5.0,-0.4661556209838495,0.5338443790161504,2675
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.0021212884622877444,1.0,-0.40557894072865414,0.5944210592713458,2760
BTCUSDT,ETHUSDT,0.0,-2.2391244426012022,5.950862969525033e-05,0.0007908612141166068,4.0,-0.5269804791897308,0.4730195208102692,2825
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.0027407100925657952,1.0,-0.40681854573878823,0.5931814542612118,3005
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.0010934585104766437,1.0,-0.4062117707299251,0.593788229270075,3570
BTCUSDT,ETHUSDT,0.0,-1.2961087464781018,0.0,0.0013081178720428582,2.0,-0.47656410016654444,0.5234358998334556,3575
BTCUSDT,ETHUSDT,0.0,-2.123695663225353,4.068448157811592e-05,0.0013901774869813069,4.0,-0.5213722801218807,0.4786277198781192,3605
BTCUSDT,ETHUSDT,0.0,-1.8839097958074014,4.471377606143777e-05,0.001242736811038676,4.0,-0.5083610162381899,0.49163898376181014,3610
BTCUSDT,ETHUSDT,0.0,-7.1788225495696585,0.00015759814678367005,0.002560386804995023,4.0,0.017217036967388126,-0.9827829630326119,3975
BTCUSDT,ETHUSDT,0.0,-7.83897032947495,0.00016146883489766072,0.0023901911325310203,4.0,-0.09944469732854354,-0.9005553026714564,3980
BTCUSDT,ETHUSDT,0.0,7.337968066938199,-0.000144182679798096,0.0025522265810936895,4.0,-0.008507632627681365,0.9914923673723186,3985
BTCUSDT,ETHUSDT,0.0,0.0,0.0,0.0010807113201930848,1.0,-0.4063443358195851,0.5936556641804149,4000
BTCUSDT,ETHUSDT,0.0,5.686850197523814,0.0,0.002617303027518282,3.0,-0.09756889969556573,0.9024311003044343,4025
BTCUSDT,ETHUSDT,0.0,-0.5732592894836299,-4.844632894701015e-05,0.0009125154991905268,4.0,0.3750758946370852,-0.6249241053629149,4030
