S1,S2,VECM(q),mu,Johansen_slope,stdev,model,w1,w2
ADAUSDT,ELFUSDT,0.0,-0.36884124468966806,0.0,0.003317204368270324,2.0,0.11795500451033875,0.8820449954896612
ADAUSDT,FTMUSDT,0.0,-0.7482326962565642,0.0,0.0036577372579999646,2.0,0.1335224484177459,-0.866477551582254
ATOMUSDT,CRVUSDT,0.0,-3.1235087429628052,0.0,0.0027793034807476395,3.0,-0.9066694494196513,0.09333055058034867
ATOMUSDT,DOTUSDT,0.0,-1.9180930951697364,0.0,0.001778323359477178,3.0,-0.7769946161679782,0.2230053838320219
ATOMUSDT,ELFUSDT,0.0,0.0,0.0,0.005762831496368988,1.0,0.12567022194034685,0.8743297780596532
ATOMUSDT,FTMUSDT,0.0,0.0,0.0,0.0034364682430380903,1.0,-0.2129008843129532,0.7870991156870468
ATOMUSDT,LUNAUSDT,0.0,-2.776501276119657,0.0,0.0029333048292530016,3.0,-0.8894879656919664,0.11051203430803357
ATOMUSDT,MATICUSDT,0.0,3.2540048915209034,2.516872971779655e-05,0.004150190034604435,4.0,0.9228324986264111,-0.0771675013735889
ATOMUSDT,SOLUSDT,0.0,0.0,0.0,0.00397478481478551,1.0,-0.6017924584442074,0.3982075415557927
AVAXUSDT,ELFUSDT,0.0,0.0,0.0,0.004913355874209428,1.0,0.10830856465328337,0.8916914353467166
AVAXUSDT,FTMUSDT,0.0,0.0,0.0,0.004338210000526615,1.0,-0.18603710964074888,0.8139628903592512
AVAXUSDT,SOLUSDT,0.0,0.0,0.0,0.003702281702637623,1.0,-0.560396245836131,0.439603754163869
BCHUSDT,ELFUSDT,0.0,0.0,0.0,0.005449741491856689,1.0,0.07438451590807715,0.9256154840919228
BCHUSDT,FTMUSDT,0.0,0.0,0.0,0.0036300737999423707,1.0,-0.13187251602123498,0.868127483978765
BNBUSDT,FTMUSDT,1.0,0.0,0.0,0.0047184183705914935,1.0,-0.13349560706157904,0.8665043929384211
CRVUSDT,ELFUSDT,0.0,0.0,0.0,0.002852498084535805,1.0,0.2593633382948398,0.7406366617051602
CRVUSDT,FTMUSDT,0.0,-0.5045644587374565,0.0,0.0034595691478461177,2.0,0.19183449537793607,-0.808165504622064
DOGEUSDT,FTMUSDT,1.0,0.0,0.0,0.003697433635550809,1.0,0.4280843394168197,0.5719156605831803
DOGEUSDT,SOLUSDT,1.0,2.5188240171614096,0.0,0.0027110643995871377,3.0,-0.7045877315194743,0.2954122684805257
DOTUSDT,ELFUSDT,0.0,0.0,0.0,0.005229571792893219,1.0,0.11617995614786211,0.8838200438521379
DOTUSDT,FTMUSDT,0.0,0.0,0.0,0.002919849068203469,1.0,-0.19849602421679974,0.8015039757832003
DOTUSDT,LUNAUSDT,0.0,-1.707985403436893,0.0,0.0028773675753632033,3.0,-0.7134476301199496,0.28655236988005034
ELFUSDT,LINKUSDT,2.0,1.9635969472288863,0.0,0.002085559636219422,3.0,-0.5095189859079057,0.4904810140920943
ELFUSDT,LTCUSDT,0.0,0.0,0.0,0.0054714031479411295,1.0,0.9115566372325432,0.08844336276745676
ELFUSDT,LUNAUSDT,0.0,0.0,0.0,0.004450154725161461,1.0,0.881308828714077,0.11869117128592295
ELFUSDT,MATICUSDT,0.0,0.5647890589051212,0.0,0.005740789928656221,2.0,-0.7682100606870713,0.23178993931292874
ELFUSDT,NEARUSDT,0.0,0.0,0.0,0.0049957206603945285,1.0,0.8202825320905055,0.1797174679094945
ELFUSDT,SOLUSDT,0.0,0.0,0.0,0.006505949363998353,1.0,0.9130223571908169,0.08697764280918306
ELFUSDT,UNIUSDT,0.0,0.0,0.0,0.0068526498906659366,1.0,0.8638197249888395,0.13618027501116048
ELFUSDT,YFIUSDT,2.0,4.787368734244083,0.0,0.001998223648049447,3.0,-0.5701758729502222,0.42982412704977774
EOSUSDT,FTMUSDT,0.0,0.0,0.0,0.0029061893437274276,1.0,-0.3843438876110331,0.615656112388967
FTMUSDT,LTCUSDT,0.0,0.0,0.0,0.0034216390170941483,1.0,-0.845304151846578,0.154695848153422
FTMUSDT,LUNAUSDT,0.0,0.0,0.0,0.0038393215210902067,1.0,-0.7971141826068376,0.20288581739316242
FTMUSDT,MATICUSDT,0.0,0.0,0.0,0.007302359025611911,1.0,-0.4266344349929129,0.5733655650070871
FTMUSDT,NEARUSDT,0.0,0.0,0.0,0.003868212188324618,1.0,-0.7081023458619131,0.29189765413808694
FTMUSDT,SOLUSDT,0.0,0.0,0.0,0.004886878129303189,1.0,-0.8481324595441352,0.15186754045586479
FTMUSDT,SUSHIUSDT,0.0,0.0,0.0,0.00425607423505524,1.0,-0.7223066405220199,0.2776933594779802
FTMUSDT,TRXUSDT,0.0,-1.2917500106556417,0.0,0.0032664507349452303,3.0,-0.7485715076714752,0.2514284923285249
FTMUSDT,UNIUSDT,0.0,0.0,0.0,0.004808984513385568,1.0,-0.7714576980203561,0.22854230197964387
FTMUSDT,YFIUSDT,0.0,0.0,0.0,0.006013198183501412,1.0,-0.9149021353277661,0.08509786467223393
SANDUSDT,SUSHIUSDT,3.0,2.22820518146293,0.0,0.0059067223422180504,3.0,0.2039778275639033,0.7960221724360966
