S1,S2,VECM(q),mu,Johansen_slope,stdev,model,w1,w2
AAVEUSDT,LINKUSDT,2.0,0.0,0.0,0.001805335288444984,1.0,-0.36592504365573714,0.6340749563442629
AAVEUSDT,SOLUSDT,2.0,3.061161125236247,0.0,0.0032170469933372283,2.0,0.6648729791300617,-0.3351270208699384
ADAUSDT,LINKUSDT,1.0,0.0,0.0,,1.0,-0.9368099749067744,0.06319002509322562
ADAUSDT,SUSHIUSDT,1.0,1.7654102175786823,-1.6739297966229103e-05,0.0022257224428109306,5.0,0.4549283437822449,0.5450716562177551
ADAUSDT,TRXUSDT,0.0,0.0,0.0,0.004462378936813746,1.0,0.9215613012793262,0.07843869872067376
AVAXUSDT,BNBUSDT,0.0,5.061312317498285,0.0,0.0022789710937355574,3.0,0.26768425756013814,0.7323157424398619
AVAXUSDT,CRVUSDT,0.0,0.0,0.0,0.006037492016375625,1.0,-0.22523753473983119,0.7747624652601689
AVAXUSDT,FTMUSDT,0.0,-3.452233317473921,6.25995421803664e-05,0.007573153168260253,5.0,-0.9551569793428655,-0.04484302065713451
AVAXUSDT,LINKUSDT,1.0,3.4919908123214887,0.0,0.002999620619506626,2.0,0.3236960424470527,0.6763039575529473
AVAXUSDT,LTCUSDT,1.0,5.017692190563881,0.0,0.0016204426401351844,2.0,0.17364141731793836,0.8263585826820616
AVAXUSDT,LUNAUSDT,0.0,-3.3307170353010864,0.0,0.003663443196878815,2.0,-0.5135867924982771,-0.48641320750172284
AVAXUSDT,SANDUSDT,1.0,-2.7888629125981153,7.568340275267645e-05,0.005201945605267401,4.0,-0.7913780703247529,-0.20862192967524712
AVAXUSDT,TRXUSDT,0.0,0.0,0.0,0.007300088509450008,1.0,0.43175527126245866,0.5682447287375414
AVAXUSDT,UNIUSDT,0.0,3.6444795076611745,-9.253571545245314e-05,0.006781604479678007,4.0,0.8276069020857226,0.17239309791427743
AVAXUSDT,XRPUSDT,0.0,1.2715688368977554,0.0,0.003015640234801774,2.0,0.46029348015140187,0.5397065198485982
AVAXUSDT,YFIUSDT,1.0,-8.618599813868459,0.0,0.0023031215315203516,2.0,-0.27460576067273257,-0.7253942393272674
BCHUSDT,LINKUSDT,2.0,0.0,0.0,0.002749842141274147,1.0,-0.3528162439030433,0.6471837560969568
BNBUSDT,SANDUSDT,1.0,-3.743651103066272,-2.2398497103427193e-05,0.0017458166689463287,5.0,-0.6373495656093628,0.3626504343906372
BNBUSDT,TRXUSDT,0.0,0.0,0.0,0.012033401336108902,1.0,0.3299847916973128,0.6700152083026871
BNBUSDT,UNIUSDT,0.0,4.951389045405613,0.0,0.0023920113115946263,2.0,0.6924257510939719,0.3075742489060281
BTCUSDT,NEARUSDT,2.0,0.0,0.0,0.004207980948209099,1.0,-0.1434673424278584,0.8565326575721417
CRVUSDT,XRPUSDT,0.0,0.0,0.0,0.005560460457733096,1.0,0.41061745796458554,0.5893825420354145
DOTUSDT,SUSHIUSDT,0.0,0.0,0.0,0.0017685202622842056,1.0,-0.4519568810521175,0.5480431189478826
EOSUSDT,LINKUSDT,1.0,2.2416077997676087,0.0,0.0031716927137046256,2.0,-0.24312371411560885,0.7568762858843912
ETHUSDT,NEARUSDT,2.0,0.0,0.0,0.0037969153089958347,1.0,-0.19668446558988228,0.8033155344101178
LINKUSDT,LTCUSDT,1.0,0.0,0.0,0.003178105100977913,1.0,-0.6074941434915686,0.3925058565084314
LINKUSDT,LUNAUSDT,0.0,1.8745761112174675,0.0,0.0030139719284641604,2.0,0.7588762414234062,-0.24112375857659388
LINKUSDT,NEARUSDT,2.0,2.251593035731879,0.0,0.004419296926574695,2.0,0.25943081756202346,0.7405691824379765
LINKUSDT,SUSHIUSDT,1.0,3.210719198937972,0.0,0.004449584357462393,2.0,0.4532400400241491,0.5467599599758509
LINKUSDT,TRXUSDT,0.0,0.0,0.0,0.0117668162390998,1.0,0.4447925250645576,0.5552074749354424
LINKUSDT,USDCUSDT,2.0,0.0,0.0,8.634434860631112e-05,1.0,2.7792496093174594e-05,0.9999722075039068
LINKUSDT,YFIUSDT,1.0,0.0,0.0,0.004187212993431521,1.0,-0.7538580759164425,0.24614192408355748
LUNAUSDT,TRXUSDT,0.0,0.0,0.0,0.013925351742852346,1.0,0.4755228061698357,0.5244771938301642
TRXUSDT,UNIUSDT,0.0,0.0,0.0,0.008880946690193597,1.0,0.5611756824299875,0.4388243175700126
