reward,trading history
12.296942448483719,"[{'time': 126, 'w1': 0.015054936643749808, 'stock1_payoff': 853.6754182483453, 'w2': -0.3303591844508725, 'stock2_payoff': -1146.441368131608, 'type': '下開倉'}, {'time': 229, 'w1': -0.015054936643749808, 'stock1_payoff': -859.2879330146105, 'w2': 0.3303591844508725, 'stock2_payoff': 1164.350825346357, 'type': '正常平倉'}]"
12.297157716051515,"[{'time': 125, 'w1': 0.015054765705449454, 'stock1_payoff': 853.6657253596602, 'w2': -0.330361979794466, 'stock2_payoff': -1146.4510687777067, 'type': '下開倉'}, {'time': 228, 'w1': -0.015054765705449454, 'stock1_payoff': -859.2781763997366, 'w2': 0.330361979794466, 'stock2_payoff': 1164.3606775338346, 'type': '正常平倉'}]"
12.297426136129843,"[{'time': 124, 'w1': 0.015054552560142452, 'stock1_payoff': 853.6536391640549, 'w2': -0.33036546534666367, 'stock2_payoff': -1146.4631646461378, 'type': '下開倉'}, {'time': 227, 'w1': -0.015054552560142452, 'stock1_payoff': -859.2660107430739, 'w2': 0.33036546534666367, 'stock2_payoff': 1164.3729623612867, 'type': '正常平倉'}]"
12.297582633693423,"[{'time': 123, 'w1': 0.015054428289553083, 'stock1_payoff': 853.646592522155, 'w2': -0.3303674975360276, 'stock2_payoff': -1146.4702169276075, 'type': '下開倉'}, {'time': 226, 'w1': -0.015054428289553083, 'stock1_payoff': -859.2589177728144, 'w2': 0.3303674975360276, 'stock2_payoff': 1164.3801248119603, 'type': '正常平倉'}]"
12.297719988473546,"[{'time': 122, 'w1': 0.015054319219743494, 'stock1_payoff': 853.6404078255651, 'w2': -0.33036928114796754, 'stock2_payoff': -1146.4764065739344, 'type': '下開倉'}, {'time': 225, 'w1': -0.015054319219743494, 'stock1_payoff': -859.2526924147506, 'w2': 0.33036928114796754, 'stock2_payoff': 1164.3864111515934, 'type': '正常平倉'}]"
12.297755491669477,"[{'time': 121, 'w1': 0.015054291027591565, 'stock1_payoff': 853.6388092172376, 'w2': -0.3303697421725076, 'stock2_payoff': -1146.4780064616605, 'type': '下開倉'}, {'time': 224, 'w1': -0.015054291027591565, 'stock1_payoff': -859.2510832963244, 'w2': 0.3303697421725076, 'stock2_payoff': 1164.3880360324167, 'type': '正常平倉'}]"
12.297873961002438,"[{'time': 120, 'w1': 0.015054196954217747, 'stock1_payoff': 853.6334748788315, 'w2': -0.33037128054864845, 'stock2_payoff': -1146.4833450692447, 'type': '下開倉'}, {'time': 223, 'w1': -0.015054196954217747, 'stock1_payoff': -859.2457138871497, 'w2': 0.33037128054864845, 'stock2_payoff': 1164.3934580385653, 'type': '正常平倉'}]"
13.895858503515456,"[{'time': 120, 'w1': 0.015078633323804342, 'stock1_payoff': 853.6276126472004, 'w2': -0.3312237317658919, 'stock2_payoff': -1146.4892119925373, 'type': '下開倉'}, {'time': 222, 'w1': -0.015078633323804342, 'stock1_payoff': -860.6404641945954, 'w2': 0.3312237317658919, 'stock2_payoff': 1167.3979220434478, 'type': '正常平倉'}]"
-11.130980706059063,"[{'time': 128, 'w1': 0.0024035211568516355, 'stock1_payoff': 138.9637435140464, 'w2': 0.5015025422334886, 'stock2_payoff': 1860.2362564859536, 'type': '下開倉'}, {'time': 130, 'w1': -0.0024035211568516355, 'stock1_payoff': -139.6906748455501, 'w2': -0.5015025422334886, 'stock2_payoff': -1870.640305860509, 'type': '停損平倉'}]"
-11.131934011895169,"[{'time': 127, 'w1': 0.002357945153505317, 'stock1_payoff': 136.32868784941925, 'w2': 0.5022129289438485, 'stock2_payoff': 1862.871312150581, 'type': '下開倉'}, {'time': 129, 'w1': -0.002357945153505317, 'stock1_payoff': -137.0418349774002, 'w2': -0.5022129289438485, 'stock2_payoff': -1873.2900990344951, 'type': '停損平倉'}]"
-11.119686371199208,"[{'time': 126, 'w1': 0.0029434849584867914, 'stock1_payoff': 170.18268703089308, 'w2': 0.4930862029190847, 'stock2_payoff': 1829.0173129691073, 'type': '下開倉'}, {'time': 128, 'w1': -0.0029434849584867914, 'stock1_payoff': -171.07292734936678, 'w2': -0.4930862029190847, 'stock2_payoff': -1839.2467590218328, 'type': '停損平倉'}]"
-7.144504711285649,"[{'time': 125, 'w1': 0.0021458521871797393, 'stock1_payoff': 124.06616522107353, 'w2': 0.5055187919764978, 'stock2_payoff': 1875.1338347789265, 'type': '上開倉'}, {'time': 126, 'w1': 0.0021458521871797393, 'stock1_payoff': -124.45552139686079, 'w2': 0.5055187919764978, 'stock2_payoff': -1881.8889833144249, 'type': '停損平倉'}]"
-7.148216191490874,"[{'time': 124, 'w1': 0.0020075611829798476, 'stock1_payoff': 116.07063100946436, 'w2': 0.507674314276236, 'stock2_payoff': 1883.1293689905356, 'type': '下開倉'}, {'time': 125, 'w1': -0.0020075611829798476, 'stock1_payoff': -116.43489484344788, 'w2': -0.507674314276236, 'stock2_payoff': -1889.913321348043, 'type': '停損平倉'}]"
