reward,trading history
-21.828356564715136,"[{'time': 92, 'w1': -0.017200293209861862, 'stock1_payoff': -807.5563901421441, 'w2': 0.8177531062577922, 'stock2_payoff': 1192.2893966552506, 'type': '上開倉'}, {'time': 102, 'w1': -0.017200293209861862, 'stock1_payoff': 812.5581237432684, 'w2': 0.8177531062577922, 'stock2_payoff': -1219.11948682109, 'type': '停損平倉'}]"
-21.828437446550765,"[{'time': 91, 'w1': -0.01720023314023047, 'stock1_payoff': -807.5535698637864, 'w2': 0.8177550390495278, 'stock2_payoff': 1192.2922146782878, 'type': '上開倉'}, {'time': 101, 'w1': -0.01720023314023047, 'stock1_payoff': 812.555285997052, 'w2': 0.8177550390495278, 'stock2_payoff': -1219.1223682581042, 'type': '停損平倉'}]"
-21.828422804255183,"[{'time': 90, 'w1': -0.017200244014826695, 'stock1_payoff': -807.5540804277382, 'w2': 0.8177546891500991, 'stock2_payoff': 1192.291704522624, 'type': '上開倉'}, {'time': 100, 'w1': -0.017200244014826695, 'stock1_payoff': 812.5557997232657, 'w2': 0.8177546891500991, 'stock2_payoff': -1219.1218466224068, 'type': '停損平倉'}]"
3.9869777151949393,"[{'time': 91, 'w1': 0.016538265897124305, 'stock1_payoff': 809.2705850396233, 'w2': -0.7725993180020854, 'stock2_payoff': -1190.8817394221296, 'type': '下開倉'}, {'time': 155, 'w1': -0.016538265897124305, 'stock1_payoff': -807.1269736700305, 'w2': 0.7725993180020854, 'stock2_payoff': 1192.7251057677317, 'type': '正常平倉'}]"
6.3289708094708885,"[{'time': 91, 'w1': 0.0165556326767427, 'stock1_payoff': 809.246609717561, 'w2': -0.774696455973606, 'stock2_payoff': -1190.9057339321248, 'type': '下開倉'}, {'time': 154, 'w1': -0.0165556326767427, 'stock1_payoff': -807.9745350989604, 'w2': 0.774696455973606, 'stock2_payoff': 1195.962630122995, 'type': '正常平倉'}]"
6.328962782633084,"[{'time': 90, 'w1': 0.016555694002349727, 'stock1_payoff': 809.2496073402157, 'w2': -0.7746945044285575, 'stock2_payoff': -1190.9027339104125, 'type': '下開倉'}, {'time': 153, 'w1': -0.016555694002349727, 'stock1_payoff': -807.9775280095785, 'w2': 0.7746945044285575, 'stock2_payoff': 1195.9596173624084, 'type': '正常平倉'}]"
8.380689102040492,"[{'time': 90, 'w1': 0.01664978423787258, 'stock1_payoff': 809.2249866525334, 'w2': -0.7790299150753845, 'stock2_payoff': -1190.9273743025265, 'type': '下開倉'}, {'time': 152, 'w1': -0.01664978423787258, 'stock1_payoff': -812.5694705700537, 'w2': 0.7790299150753845, 'stock2_payoff': 1202.6525473220872, 'type': '正常平倉'}]"
4.241248458572613,"[{'time': 90, 'w1': 0.016581277252617165, 'stock1_payoff': 809.2348194903357, 'w2': -0.774170096281775, 'stock2_payoff': -1190.9175335953064, 'type': '下開倉'}, {'time': 151, 'w1': -0.016581277252617165, 'stock1_payoff': -809.2260828153511, 'w2': 0.774170096281775, 'stock2_payoff': 1195.1500453788944, 'type': '正常平倉'}]"
5.543445365835964,"[{'time': 91, 'w1': 0.016538994463375565, 'stock1_payoff': 809.2268807129099, 'w2': -0.7736872097374308, 'stock2_payoff': -1190.9254787262953, 'type': '下開倉'}, {'time': 150, 'w1': -0.016538994463375565, 'stock1_payoff': -807.1625303285795, 'w2': 0.7736872097374308, 'stock2_payoff': 1194.4045737078009, 'type': '正常平倉'}]"
12.365712056138705,"[{'time': 90, 'w1': 0.012888485728075785, 'stock1_payoff': 627.7401416803491, 'w2': -0.898946864047833, 'stock2_payoff': -1372.5574652490784, 'type': '下開倉'}, {'time': 138, 'w1': -0.012888485728075785, 'stock1_payoff': -629.9661566961596, 'w2': 0.898946864047833, 'stock2_payoff': 1387.1491923210276, 'type': '正常平倉'}]"
