reward,trading history
5.59321734069249,"[{'time': 87, 'w1': 0.01656082822960403, 'stock1_payoff': 809.2731158659033, 'w2': -0.7742509189342613, 'stock2_payoff': -1190.8792065703783, 'type': '下開倉'}, {'time': 89, 'w1': -0.01656082822960403, 'stock1_payoff': -816.3179838869601, 'w2': 0.7742509189342613, 'stock2_payoff': 1203.5172919321276, 'type': '正常平倉'}]"
5.592866543520927,"[{'time': 86, 'w1': 0.016561199678801524, 'stock1_payoff': 809.2912673644439, 'w2': -0.7742391082805041, 'stock2_payoff': -1190.8610405448283, 'type': '下開倉'}, {'time': 88, 'w1': -0.016561199678801524, 'stock1_payoff': -816.3362933975601, 'w2': 0.7742391082805041, 'stock2_payoff': 1203.4989331214654, 'type': '正常平倉'}]"
5.593465357594027,"[{'time': 85, 'w1': 0.016560565611525847, 'stock1_payoff': 809.2602825856187, 'w2': -0.7742592691776131, 'stock2_payoff': -1190.8920501213954, 'type': '下開倉'}, {'time': 87, 'w1': -0.016560565611525847, 'stock1_payoff': -816.3050388906627, 'w2': 0.7742592691776131, 'stock2_payoff': 1203.5302717840334, 'type': '正常平倉'}]"
4.597821066914776,"[{'time': 85, 'w1': 0.016494577771454095, 'stock1_payoff': 809.2552820814666, 'w2': -0.7715326594680527, 'stock2_payoff': -1190.8970546275518, 'type': '下開倉'}, {'time': 86, 'w1': -0.016494577771454095, 'stock1_payoff': -813.0523597479531, 'w2': 0.7715326594680527, 'stock2_payoff': 1199.2919533609531, 'type': '正常平倉'}]"
6.328994581707889,"[{'time': 89, 'w1': 0.016555451055170572, 'stock1_payoff': 809.2377319752019, 'w2': -0.7747022356584228, 'stock2_payoff': -1190.9146187795195, 'type': '下開倉'}, {'time': 152, 'w1': -0.016555451055170572, 'stock1_payoff': -807.9656713117424, 'w2': 0.7747022356584228, 'stock2_payoff': 1195.971552697768, 'type': '正常平倉'}]"
3.4067677696428973,"[{'time': 86, 'w1': 0.01653406118692373, 'stock1_payoff': 809.2742377956677, 'w2': -0.7720858236953699, 'stock2_payoff': -1190.8780837427107, 'type': '下開倉'}, {'time': 151, 'w1': -0.01653406118692373, 'stock1_payoff': -806.9217686599974, 'w2': 0.7720858236953699, 'stock2_payoff': 1191.9323823766833, 'type': '正常平倉'}]"
3.9869660179617767,"[{'time': 86, 'w1': 0.01653804852036878, 'stock1_payoff': 809.2599480952657, 'w2': -0.7726062243747266, 'stock2_payoff': -1190.892384879448, 'type': '下開倉'}, {'time': 150, 'w1': -0.01653804852036878, 'stock1_payoff': -807.116364901014, 'w2': 0.7726062243747266, 'stock2_payoff': 1192.735767703158, 'type': '正常平倉'}]"
3.986971317309667,"[{'time': 85, 'w1': 0.016538147001349597, 'stock1_payoff': 809.2647670866555, 'w2': -0.7726030954921101, 'stock2_payoff': -1190.8875620313222, 'type': '下開倉'}, {'time': 149, 'w1': -0.016538147001349597, 'stock1_payoff': -807.1211711277676, 'w2': 0.7726030954921101, 'stock2_payoff': 1192.730937389744, 'type': '正常平倉'}]"
6.32894007653465,"[{'time': 85, 'w1': 0.016555867478549497, 'stock1_payoff': 809.25808693319, 'w2': -0.7746889839513026, 'stock2_payoff': -1190.8942475310491, 'type': '下開倉'}, {'time': 148, 'w1': -0.016555867478549497, 'stock1_payoff': -807.9859942732722, 'w2': 0.7746889839513026, 'stock2_payoff': 1195.951094947666, 'type': '正常平倉'}]"
7.1105278720373235,"[{'time': 85, 'w1': 0.016533254064472175, 'stock1_payoff': 809.2550602420702, 'w2': -0.7744843096849228, 'stock2_payoff': -1190.8972766444908, 'type': '下開倉'}, {'time': 143, 'w1': -0.016533254064472175, 'stock1_payoff': -806.8823781757859, 'w2': 0.7744843096849228, 'stock2_payoff': 1195.635122450244, 'type': '正常平倉'}]"
