day,BTCUSDT,ETHUSDT
2021-10-20,63840.01,3853.0
2021-10-20,63783.34,3851.17
2021-10-20,63859.59,3853.78
2021-10-20,63781.35,3842.89
2021-10-20,63798.29,3844.92
2021-10-20,63835.01,3848.92
2021-10-20,63797.73,3847.13
2021-10-20,63811.95,3850.13
2021-10-20,63855.39,3854.64
2021-10-20,63968.57,3859.64
2021-10-20,64016.98,3862.07
2021-10-20,63998.19,3860.45
2021-10-20,63932.53,3856.11
2021-10-20,63853.94,3849.05
2021-10-20,63925.58,3853.43
2021-10-20,63939.14,3854.07
2021-10-20,63961.71,3850.95
2021-10-20,63906.17,3845.56
2021-10-20,63844.67,3844.24
2021-10-20,63812.01,3839.37
2021-10-20,63849.99,3844.61
2021-10-20,63881.84,3846.88
2021-10-20,63959.99,3850.09
2021-10-20,63929.92,3846.35
2021-10-20,63867.8,3844.97
2021-10-20,63834.86,3844.78
2021-10-20,63933.2,3852.23
2021-10-20,63943.16,3853.51
2021-10-20,63946.69,3856.58
2021-10-20,64003.0,3852.94
2021-10-20,64041.0,3857.33
2021-10-20,63949.77,3851.01
2021-10-20,63997.65,3860.33
2021-10-20,63967.61,3860.06
2021-10-20,63912.56,3855.24
2021-10-20,63896.6,3851.96
2021-10-20,63887.62,3854.93
2021-10-20,63846.39,3853.76
2021-10-20,63596.32,3840.77
2021-10-20,63685.55,3843.3
2021-10-20,63621.02,3834.64
2021-10-20,63659.27,3834.99
2021-10-20,63779.41,3841.23
2021-10-20,63800.0,3843.26
2021-10-20,63955.96,3848.08
2021-10-20,63972.95,3845.79
2021-10-20,64001.4,3847.52
2021-10-20,63937.42,3841.56
2021-10-20,63718.05,3831.09
2021-10-20,63704.15,3830.01
2021-10-20,63782.48,3840.43
2021-10-20,63757.0,3835.51
2021-10-20,63744.73,3834.52
2021-10-20,63769.13,3831.84
2021-10-20,63811.42,3838.02
2021-10-20,63789.96,3836.75
2021-10-20,63906.52,3842.47
2021-10-20,63880.01,3840.32
2021-10-20,63905.93,3844.25
2021-10-20,63958.09,3847.77
2021-10-20,64000.0,3852.36
2021-10-20,63940.57,3847.51
2021-10-20,63925.21,3849.51
2021-10-20,63982.98,3851.44
2021-10-20,63904.12,3847.27
2021-10-20,63943.06,3852.3
2021-10-20,63999.97,3858.27
2021-10-20,63977.65,3859.31
2021-10-20,64005.57,3857.56
2021-10-20,64040.86,3856.22
2021-10-20,64128.33,3863.84
2021-10-20,64192.95,3868.59
2021-10-20,64150.0,3862.27
2021-10-20,64147.05,3862.11
2021-10-20,64249.96,3870.91
2021-10-20,64130.85,3862.06
2021-10-20,64087.37,3859.16
2021-10-20,64093.04,3855.48
2021-10-20,64031.44,3850.62
2021-10-20,63957.6,3850.94
2021-10-20,64060.79,3856.93
2021-10-20,64113.3,3857.53
2021-10-20,64086.59,3853.81
2021-10-20,64017.22,3852.83
2021-10-20,63998.32,3852.29
2021-10-20,63940.64,3852.1
2021-10-20,63980.93,3858.45
2021-10-20,63990.94,3860.43
2021-10-20,63936.06,3858.95
2021-10-20,63927.18,3860.17
2021-10-20,64015.24,3868.59
2021-10-20,63966.49,3865.17
2021-10-20,63959.0,3861.08
2021-10-20,63980.44,3862.39
2021-10-20,63951.0,3860.58
2021-10-20,63880.0,3854.44
2021-10-20,63839.18,3852.05
2021-10-20,63998.85,3863.56
2021-10-20,63909.47,3857.82
2021-10-20,63869.64,3858.29
2021-10-20,63818.93,3854.01
2021-10-20,63815.44,3853.0
2021-10-20,63829.99,3853.46
2021-10-20,63799.99,3855.0
2021-10-20,63827.01,3855.26
2021-10-20,63804.94,3853.82
2021-10-20,63852.69,3861.94
2021-10-20,63790.41,3858.0
2021-10-20,63797.0,3858.51
2021-10-20,63845.92,3863.29
2021-10-20,63917.87,3867.24
2021-10-20,63856.06,3865.79
2021-10-20,63835.05,3864.1
2021-10-20,63803.59,3863.05
2021-10-20,63791.1,3861.01
2021-10-20,63871.14,3870.43
2021-10-20,63941.46,3869.09
2021-10-20,64071.31,3878.21
2021-10-20,63974.78,3878.59
2021-10-20,64084.92,3881.04
2021-10-20,64139.24,3891.38
2021-10-20,64183.91,3924.22
2021-10-20,64298.0,3932.75
2021-10-20,64271.71,3935.0
2021-10-20,64350.0,3936.17
2021-10-20,64271.68,3934.44
2021-10-20,64374.29,3933.5
2021-10-20,64270.47,3939.45
2021-10-20,64240.86,3939.71
2021-10-20,64372.04,3946.14
2021-10-20,64350.95,3939.99
2021-10-20,64319.65,3937.65
2021-10-20,64433.34,3932.16
2021-10-20,64428.44,3938.2
2021-10-20,64369.4,3940.47
2021-10-20,65761.73,3978.55
2021-10-20,65645.27,3983.39
2021-10-20,65967.46,3997.88
2021-10-20,66040.59,4000.0
2021-10-20,66011.88,4002.99
2021-10-20,65936.7,3999.38
2021-10-20,65953.68,4006.55
2021-10-20,65813.68,4000.98
2021-10-20,65978.99,4002.53
2021-10-20,66099.07,4029.72
2021-10-20,66493.09,4042.94
2021-10-20,66450.93,4042.25
2021-10-20,66726.97,4051.0
2021-10-20,66673.61,4060.0
2021-10-20,66908.2,4069.78
2021-10-20,66686.84,4048.63
2021-10-20,66684.0,4050.82
2021-10-20,66700.0,4045.95
2021-10-20,66609.06,4040.37
2021-10-20,66400.0,4022.61
2021-10-20,66514.11,4033.56
2021-10-20,66569.73,4036.39
2021-10-20,66694.62,4047.18
2021-10-20,66736.47,4057.73
2021-10-20,66674.18,4062.1
2021-10-20,66715.57,4062.02
2021-10-20,66833.0,4070.71
2021-10-20,66875.83,4080.99
2021-10-20,66835.84,4075.59
2021-10-20,66640.19,4070.37
2021-10-20,66794.15,4084.48
2021-10-20,66660.18,4093.23
2021-10-20,66665.99,4109.25
2021-10-20,66520.0,4087.92
2021-10-20,66547.47,4096.05
2021-10-20,66401.09,4082.65
2021-10-20,66412.05,4074.49
2021-10-20,66495.27,4082.98
2021-10-20,66464.1,4079.99
2021-10-20,66449.01,4077.08
2021-10-20,66280.45,4069.47
2021-10-20,66242.1,4070.99
2021-10-20,66199.7,4062.54
2021-10-20,66308.27,4060.84
2021-10-20,66369.41,4069.75
2021-10-20,66444.85,4071.35
2021-10-20,66429.92,4069.99
2021-10-20,66425.51,4072.19
2021-10-20,66461.0,4079.0
2021-10-20,66402.54,4079.07
2021-10-20,66343.19,4071.91
2021-10-20,66363.02,4076.3
2021-10-20,66378.85,4079.43
2021-10-20,66423.96,4087.99
2021-10-20,66578.42,4096.17
2021-10-20,66609.56,4094.68
2021-10-20,66541.05,4089.53
2021-10-20,66600.0,4101.42
2021-10-20,66686.73,4107.87
2021-10-20,66634.62,4114.81
2021-10-20,66588.85,4116.69
2021-10-20,66528.97,4110.35
2021-10-20,66507.35,4114.29
2021-10-20,66644.01,4122.38
2021-10-20,66650.97,4132.16
2021-10-20,66620.56,4124.68
2021-10-20,66633.78,4121.1
2021-10-20,66596.99,4124.99
2021-10-20,66495.12,4114.18
2021-10-20,66448.98,4110.35
2021-10-20,66487.62,4109.28
2021-10-20,66355.27,4105.11
2021-10-20,66291.57,4099.99
2021-10-20,66342.6,4103.0
2021-10-20,66374.82,4106.9
2021-10-20,66397.59,4100.93
2021-10-20,66269.99,4108.71
2021-10-20,66210.99,4112.48
2021-10-20,66011.96,4096.47
2021-10-20,65911.4,4082.35
2021-10-20,65833.33,4081.19
2021-10-20,65705.81,4079.06
2021-10-20,65799.98,4088.26
2021-10-20,65846.9,4092.37
2021-10-20,65760.8,4089.54
2021-10-20,65831.53,4096.55
2021-10-20,65956.96,4102.99
2021-10-20,66002.03,4109.16
2021-10-20,65854.69,4106.09
2021-10-20,65888.07,4112.79
2021-10-20,66045.26,4131.93
2021-10-20,65880.91,4121.96
2021-10-20,66009.51,4136.03
2021-10-20,65978.66,4141.17
2021-10-20,65909.99,4129.6
2021-10-20,65839.81,4127.99
2021-10-20,65735.61,4114.99
2021-10-20,65684.79,4118.21
2021-10-20,65798.0,4122.63
2021-10-20,65807.5,4117.22
2021-10-20,65672.73,4108.44
2021-10-20,65848.99,4114.31
2021-10-20,65966.47,4123.88
2021-10-20,65931.9,4126.05
2021-10-20,65986.49,4122.61
2021-10-20,65953.31,4118.66
2021-10-20,66019.59,4125.77
2021-10-20,65985.54,4123.48
2021-10-20,65985.01,4132.78
2021-10-20,65951.32,4128.23
2021-10-20,65884.68,4121.54
2021-10-20,65903.19,4126.31
2021-10-20,66055.89,4137.9
2021-10-20,66164.48,4141.3
2021-10-20,66041.4,4134.59
2021-10-20,65997.53,4128.51
2021-10-20,66045.85,4141.68
2021-10-20,65999.16,4149.69
2021-10-20,66124.47,4158.5
2021-10-20,66108.53,4158.03
2021-10-20,66052.35,4153.22
2021-10-20,66060.02,4159.95
2021-10-20,65996.28,4160.55
2021-10-20,66001.41,4161.15
2021-10-21,65894.05,4150.74
2021-10-21,65802.89,4145.43
2021-10-21,65751.8,4138.71
2021-10-21,65775.0,4165.17
2021-10-21,65696.81,4187.7
2021-10-21,65757.41,4189.99
2021-10-21,65707.04,4192.24
2021-10-21,65806.0,4203.64
2021-10-21,65826.26,4199.7
2021-10-21,65700.01,4187.58
2021-10-21,65600.01,4181.81
2021-10-21,65622.05,4187.8
2021-10-21,65633.86,4199.17
2021-10-21,65673.52,4217.66
2021-10-21,65568.54,4225.66
2021-10-21,65526.5,4233.13
2021-10-21,65474.89,4224.2
2021-10-21,65398.3,4227.25
2021-10-21,65450.5,4236.26
2021-10-21,65300.0,4210.97
2021-10-21,65365.25,4212.94
2021-10-21,65223.98,4208.76
2021-10-21,65017.49,4197.89
2021-10-21,64992.18,4197.09
2021-10-21,64472.18,4174.97
2021-10-21,64711.24,4194.67
2021-10-21,64925.46,4199.57
2021-10-21,65137.75,4208.0
2021-10-21,64975.0,4198.5
2021-10-21,64612.97,4183.05
2021-10-21,64795.49,4192.04
2021-10-21,64622.66,4179.29
2021-10-21,65153.32,4202.27
2021-10-21,65217.23,4204.46
2021-10-21,65095.74,4201.76
2021-10-21,64940.18,4195.14
2021-10-21,64791.14,4186.05
2021-10-21,64710.07,4183.49
2021-10-21,64554.11,4174.22
2021-10-21,64485.72,4155.16
2021-10-21,64607.49,4165.45
2021-10-21,64596.61,4153.31
2021-10-21,64830.7,4165.4
2021-10-21,64617.66,4161.58
2021-10-21,64785.86,4176.14
2021-10-21,65011.98,4178.33
2021-10-21,64990.98,4177.59
2021-10-21,65069.02,4185.82
2021-10-21,64987.99,4178.62
2021-10-21,64857.76,4175.36
2021-10-21,65045.02,4177.82
2021-10-21,65012.07,4174.89
2021-10-21,64861.0,4165.5
2021-10-21,64749.13,4158.79
2021-10-21,64728.56,4155.64
2021-10-21,64877.02,4165.33
2021-10-21,65002.24,4170.76
2021-10-21,65119.99,4164.67
2021-10-21,65081.85,4165.63
2021-10-21,65042.99,4167.18
2021-10-21,64880.6,4165.68
2021-10-21,65006.3,4176.49
2021-10-21,65130.37,4183.51
2021-10-21,65014.54,4177.83
2021-10-21,65074.53,4181.51
2021-10-21,65008.27,4175.5
2021-10-21,64931.33,4173.34
2021-10-21,64979.11,4180.67
2021-10-21,64958.07,4179.11
2021-10-21,64984.81,4180.74
2021-10-21,64950.0,4181.93
2021-10-21,64825.71,4176.48
2021-10-21,64904.03,4179.2
2021-10-21,64924.65,4180.65
2021-10-21,64725.93,4165.3
2021-10-21,64725.06,4165.58
2021-10-21,64549.26,4158.84
2021-10-21,64527.28,4163.63
2021-10-21,64499.99,4161.86
2021-10-21,64579.8,4160.17
2021-10-21,64259.99,4138.24
2021-10-21,64494.56,4146.56
2021-10-21,64640.03,4151.13
2021-10-21,64679.39,4157.13
2021-10-21,64669.83,4155.03
2021-10-21,64458.91,4140.81
2021-10-21,64631.44,4148.56
2021-10-21,64814.45,4154.33
2021-10-21,64967.45,4157.5
2021-10-21,65118.37,4166.28
2021-10-21,65034.16,4165.71
2021-10-21,65102.09,4168.46
2021-10-21,65145.19,4168.27
2021-10-21,65148.83,4165.7
2021-10-21,65093.86,4161.25
2021-10-21,65100.7,4162.55
2021-10-21,65279.76,4165.16
2021-10-21,65253.55,4173.12
2021-10-21,65435.02,4182.65
2021-10-21,65578.96,4176.39
2021-10-21,65530.39,4177.94
2021-10-21,65668.89,4179.68
2021-10-21,65757.51,4186.03
2021-10-21,65805.66,4188.64
2021-10-21,66000.01,4197.29
2021-10-21,65864.76,4196.76
2021-10-21,65839.99,4195.42
2021-10-21,65882.09,4195.43
2021-10-21,66075.89,4205.92
2021-10-21,66280.21,4216.77
2021-10-21,66412.14,4220.58
2021-10-21,66342.01,4217.96
2021-10-21,66405.99,4226.54
2021-10-21,66339.24,4228.13
2021-10-21,66597.95,4265.25
2021-10-21,66389.06,4255.75
2021-10-21,66473.55,4277.97
2021-10-21,66323.45,4279.53
2021-10-21,66157.29,4284.45
2021-10-21,66185.89,4297.29
2021-10-21,66103.89,4291.1
2021-10-21,66074.92,4294.58
2021-10-21,65976.67,4289.96
2021-10-21,65974.16,4274.04
2021-10-21,66148.56,4281.83
2021-10-21,66090.61,4286.01
2021-10-21,65983.68,4283.35
2021-10-21,66063.17,4297.22
2021-10-21,65990.49,4302.15
2021-10-21,65840.69,4307.85
2021-10-21,65739.95,4309.99
2021-10-21,65590.99,4306.98
2021-10-21,65642.72,4301.18
2021-10-21,65663.23,4320.24
2021-10-21,65573.52,4324.53
2021-10-21,65636.82,4327.92
2021-10-21,65783.03,4341.18
2021-10-21,65947.9,4358.74
2021-10-21,64200.0,4218.51
2021-10-21,65165.81,4279.68
2021-10-21,64791.36,4251.45
2021-10-21,64659.05,4233.98
2021-10-21,64792.62,4238.9
2021-10-21,64827.9,4211.88
2021-10-21,64984.66,4229.21
2021-10-21,64611.17,4192.85
2021-10-21,64503.04,4160.72
2021-10-21,64752.41,4188.37
2021-10-21,64827.3,4191.96
2021-10-21,64861.85,4200.2
2021-10-21,65062.92,4216.4
2021-10-21,64973.37,4210.04
2021-10-21,65028.57,4216.85
2021-10-21,64849.91,4206.16
2021-10-21,64862.61,4207.01
2021-10-21,65060.14,4224.77
2021-10-21,65114.13,4230.0
2021-10-21,65047.49,4226.93
2021-10-21,64998.82,4219.71
2021-10-21,65209.99,4240.2
2021-10-21,65449.39,4258.22
2021-10-21,65366.54,4258.91
2021-10-21,65467.93,4273.79
2021-10-21,65519.86,4267.29
2021-10-21,65250.0,4240.48
2021-10-21,65269.43,4248.96
2021-10-21,65116.99,4238.45
2021-10-21,64752.24,4216.45
2021-10-21,64527.1,4186.23
2021-10-21,64789.89,4206.52
2021-10-21,64484.17,4192.38
2021-10-21,64550.63,4196.19
2021-10-21,63900.96,4170.56
2021-10-21,63599.99,4130.06
2021-10-21,63664.14,4124.04
2021-10-21,63765.48,4121.68
2021-10-21,63963.49,4136.44
2021-10-21,63928.62,4124.02
2021-10-21,63691.29,4110.37
2021-10-21,63648.66,4114.58
2021-10-21,63557.01,4109.88
2021-10-21,63460.88,4090.67
2021-10-21,63675.1,4108.68
2021-10-21,63346.0,4082.34
2021-10-21,63348.56,4083.65
2021-10-21,62380.15,4034.58
2021-10-21,62625.97,4041.84
2021-10-21,62870.64,4062.47
2021-10-21,62900.06,4065.02
2021-10-21,63237.0,4088.04
2021-10-21,63231.26,4093.06
2021-10-21,62971.2,4090.0
2021-10-21,63098.43,4109.49
2021-10-21,63206.61,4115.65
2021-10-21,63368.04,4130.28
2021-10-21,63191.04,4115.43
2021-10-21,63354.16,4128.0
2021-10-21,63585.61,4132.15
2021-10-21,63471.16,4119.56
2021-10-21,63313.37,4118.98
2021-10-21,63291.35,4099.64
2021-10-21,62979.0,4075.23
2021-10-21,63029.94,4084.04
2021-10-21,62800.52,4057.49
2021-10-21,63087.14,4075.28
2021-10-21,63152.94,4095.0
2021-10-21,63112.13,4095.67
2021-10-21,63223.01,4112.8
2021-10-21,63315.11,4116.23
2021-10-21,62991.14,4090.63
2021-10-21,62969.26,4086.45
2021-10-21,62842.57,4079.37
2021-10-21,62805.11,4073.35
2021-10-21,62632.77,4061.68
2021-10-21,62554.72,4047.72
2021-10-21,62487.0,4046.3
2021-10-21,62722.65,4069.15
2021-10-21,63051.67,4087.71
2021-10-21,63026.01,4087.81
2021-10-21,63144.47,4104.36
2021-10-21,63010.0,4093.18
2021-10-21,63097.56,4106.49
2021-10-21,62883.4,4093.05
2021-10-21,62726.02,4080.56
2021-10-21,62688.47,4077.72
2021-10-21,62859.57,4086.88
2021-10-21,62721.22,4067.82
2021-10-21,62737.67,4063.15
2021-10-21,63125.01,4088.32
2021-10-21,63354.06,4102.98
2021-10-21,63338.06,4102.66
2021-10-21,63200.0,4088.65
2021-10-21,63381.12,4093.03
2021-10-21,63435.48,4108.64
2021-10-21,63385.71,4115.44
2021-10-21,63254.36,4103.65
2021-10-21,63225.2,4108.99
2021-10-21,62860.1,4086.79
2021-10-21,62694.59,4079.58
2021-10-21,62802.07,4080.55
2021-10-21,62639.0,4067.56
2021-10-21,62604.79,4068.1
2021-10-21,62759.99,4079.08
2021-10-21,62538.74,4064.32
2021-10-21,63067.76,4096.33
2021-10-21,62583.01,4070.75
2021-10-21,62554.97,4072.65
2021-10-21,62523.07,4070.83
2021-10-21,62620.44,4082.64
2021-10-21,62775.22,4085.85
2021-10-21,62820.06,4103.92
2021-10-21,62665.11,4090.01
2021-10-21,62835.88,4104.7
2021-10-21,62860.81,4107.12
2021-10-21,62890.91,4114.03
2021-10-21,62832.39,4109.45
2021-10-21,63005.08,4118.34
2021-10-21,62864.04,4107.4
2021-10-21,62910.75,4109.5
2021-10-21,62735.7,4100.33
2021-10-21,62535.53,4080.76
2021-10-21,62481.78,4081.55
2021-10-21,62508.04,4084.07
2021-10-21,62747.97,4092.83
2021-10-21,62882.34,4097.3
2021-10-21,62905.5,4099.0
2021-10-21,62951.93,4100.66
2021-10-21,62881.61,4097.61
2021-10-21,62847.49,4093.41
2021-10-21,63031.31,4107.41
2021-10-21,62805.46,4095.58
2021-10-21,62674.76,4086.25
2021-10-21,62539.53,4078.67
2021-10-21,62510.92,4077.95
2021-10-21,62524.08,4078.01
2021-10-21,62437.56,4070.49
2021-10-21,62388.73,4065.85
2021-10-21,62462.46,4076.5
2021-10-21,62615.76,4083.38
2021-10-21,62485.16,4070.32
2021-10-21,62229.15,4054.06
2021-10-21,62277.67,4058.4
2021-10-21,62371.94,4062.86
2021-10-21,62505.9,4069.18
2021-10-21,62467.16,4072.56
2021-10-21,62392.3,4065.88
2021-10-21,62283.43,4062.72
2021-10-21,62193.15,4052.99
2021-10-22,62447.78,4087.08
2021-10-22,62772.45,4099.04
2021-10-22,62423.21,4079.53
2021-10-22,62275.0,4067.79
2021-10-22,62583.17,4091.03
2021-10-22,62631.54,4101.91
2021-10-22,62732.47,4112.38
2021-10-22,62725.84,4114.95
2021-10-22,62824.15,4121.34
2021-10-22,62705.41,4109.25
2021-10-22,62709.99,4111.83
2021-10-22,62789.22,4116.55
2021-10-22,63013.6,4127.08
2021-10-22,62951.58,4132.29
2021-10-22,62919.33,4138.78
2021-10-22,62872.0,4132.32
2021-10-22,62904.31,4134.38
2021-10-22,62947.53,4138.83
2021-10-22,62998.92,4138.7
2021-10-22,62922.12,4132.82
2021-10-22,62770.54,4122.09
2021-10-22,62751.14,4122.09
2021-10-22,62674.14,4108.41
2021-10-22,62566.89,4103.49
2021-10-22,62636.26,4108.96
2021-10-22,62802.26,4118.62
2021-10-22,62787.29,4120.83
2021-10-22,62822.12,4121.86
2021-10-22,62813.74,4121.16
2021-10-22,62950.46,4125.86
2021-10-22,62906.59,4119.69
2021-10-22,62857.31,4116.31
2021-10-22,62765.35,4111.73
2021-10-22,62819.03,4114.05
2021-10-22,62687.85,4106.0
2021-10-22,62840.0,4111.79
2021-10-22,62978.08,4124.27
2021-10-22,63061.69,4130.62
2021-10-22,63188.7,4137.34
2021-10-22,63222.98,4145.45
2021-10-22,63135.96,4136.7
2021-10-22,63089.53,4140.28
2021-10-22,63212.27,4154.11
2021-10-22,63270.51,4151.51
2021-10-22,63255.76,4157.16
2021-10-22,63204.99,4153.56
2021-10-22,63151.19,4148.77
2021-10-22,63237.9,4155.99
2021-10-22,63184.3,4156.01
2021-10-22,63244.13,4151.01
2021-10-22,63173.56,4155.0
2021-10-22,63112.14,4149.1
2021-10-22,63058.33,4146.53
2021-10-22,63006.32,4145.6
2021-10-22,63062.54,4154.99
2021-10-22,62998.98,4154.9
2021-10-22,62907.0,4143.81
2021-10-22,62949.99,4141.56
2021-10-22,62959.61,4144.15
2021-10-22,63038.0,4149.25
2021-10-22,63027.26,4143.95
2021-10-22,62952.02,4137.2
2021-10-22,63065.39,4143.75
2021-10-22,63060.02,4143.87
2021-10-22,62819.99,4127.15
2021-10-22,62836.86,4125.44
2021-10-22,62868.6,4128.6
2021-10-22,62934.97,4135.03
2021-10-22,62905.0,4132.36
2021-10-22,62799.97,4121.69
2021-10-22,62896.28,4128.89
2021-10-22,63013.04,4132.1
2021-10-22,63129.78,4142.51
2021-10-22,63127.37,4146.1
2021-10-22,62940.64,4138.12
2021-10-22,62834.04,4130.71
2021-10-22,62842.79,4126.47
2021-10-22,62701.34,4113.67
2021-10-22,62814.06,4123.68
2021-10-22,62567.99,4110.85
2021-10-22,62565.63,4111.35
2021-10-22,62607.25,4109.53
2021-10-22,62711.21,4116.23
2021-10-22,62724.0,4118.25
2021-10-22,62780.56,4123.75
2021-10-22,62752.93,4123.49
2021-10-22,62630.5,4112.32
2021-10-22,62712.57,4120.3
2021-10-22,62819.99,4128.09
2021-10-22,62791.8,4127.46
2021-10-22,63018.88,4135.11
2021-10-22,63112.11,4138.29
2021-10-22,63237.01,4142.84
2021-10-22,63284.37,4145.21
2021-10-22,63128.61,4133.82
2021-10-22,63371.33,4142.15
2021-10-22,63369.32,4141.32
2021-10-22,63467.52,4143.9
2021-10-22,63530.96,4151.43
2021-10-22,63619.51,4152.86
2021-10-22,63475.98,4142.84
2021-10-22,63382.59,4136.91
2021-10-22,63333.1,4137.48
2021-10-22,63406.99,4141.68
2021-10-22,63447.19,4144.51
2021-10-22,63484.86,4141.89
2021-10-22,63542.89,4144.3
2021-10-22,63569.55,4145.47
2021-10-22,63625.41,4145.48
2021-10-22,63488.71,4139.68
2021-10-22,63477.99,4134.39
2021-10-22,63512.58,4135.81
2021-10-22,63500.45,4132.97
2021-10-22,63391.86,4131.09
2021-10-22,63264.36,4123.36
2021-10-22,63228.63,4120.17
2021-10-22,63242.67,4123.97
2021-10-22,63288.31,4121.04
2021-10-22,63290.07,4122.04
2021-10-22,63290.28,4121.77
2021-10-22,63151.44,4112.0
2021-10-22,63230.0,4115.0
2021-10-22,63239.69,4117.9
2021-10-22,63215.72,4113.29
2021-10-22,63023.74,4107.98
2021-10-22,62925.02,4094.13
2021-10-22,63077.76,4104.99
2021-10-22,63100.0,4102.44
2021-10-22,63137.41,4106.33
2021-10-22,63219.99,4111.77
2021-10-22,63121.2,4105.6
2021-10-22,63186.07,4110.61
2021-10-22,63186.07,4106.13
2021-10-22,63278.65,4116.48
2021-10-22,63313.19,4116.24
2021-10-22,63406.96,4122.49
2021-10-22,63412.37,4123.0
2021-10-22,63362.87,4121.8
2021-10-22,63410.73,4134.48
2021-10-22,63432.76,4133.16
2021-10-22,63236.13,4119.85
2021-10-22,63394.18,4127.82
2021-10-22,63288.25,4119.1
2021-10-22,63376.8,4125.3
2021-10-22,63299.46,4117.1
2021-10-22,63286.58,4116.63
2021-10-22,63270.75,4115.05
2021-10-22,63229.99,4116.75
2021-10-22,63370.08,4122.28
2021-10-22,63338.02,4116.4
2021-10-22,63491.71,4125.25
2021-10-22,63494.13,4124.37
2021-10-22,63394.95,4120.81
2021-10-22,63572.82,4134.46
2021-10-22,63574.99,4135.49
2021-10-22,63641.97,4137.98
2021-10-22,63606.52,4139.98
2021-10-22,63492.86,4128.2
2021-10-22,63476.96,4129.53
2021-10-22,63288.69,4108.11
2021-10-22,63355.0,4110.95
2021-10-22,63400.0,4114.21
2021-10-22,63226.1,4103.99
2021-10-22,63299.99,4107.16
2021-10-22,63258.25,4105.49
2021-10-22,62984.18,4089.99
2021-10-22,62713.51,4080.14
2021-10-22,62415.99,4064.45
2021-10-22,61946.01,4049.65
2021-10-22,62028.92,4046.34
2021-10-22,62003.06,4040.2
2021-10-22,61930.0,4031.98
2021-10-22,61707.72,4017.61
2021-10-22,61822.79,4021.76
2021-10-22,61661.04,4017.47
2021-10-22,61453.14,4010.37
2021-10-22,61471.01,4004.07
2021-10-22,61572.59,4016.54
2021-10-22,61486.38,4015.28
2021-10-22,61571.98,4027.21
2021-10-22,61692.54,4037.93
2021-10-22,61455.0,4024.02
2021-10-22,61424.04,4024.33
2021-10-22,61271.77,4005.92
2021-10-22,60852.19,3986.59
2021-10-22,60763.99,3975.45
2021-10-22,61071.91,3992.62
2021-10-22,61065.5,3989.09
2021-10-22,61005.29,3989.35
2021-10-22,60881.14,3982.33
2021-10-22,60585.08,3969.25
2021-10-22,60690.94,3966.52
2021-10-22,60764.93,3963.36
2021-10-22,60596.64,3942.81
2021-10-22,60214.53,3910.51
2021-10-22,60697.53,3936.44
2021-10-22,61167.0,3968.7
2021-10-22,61237.46,3973.09
2021-10-22,61230.55,3970.57
2021-10-22,61327.08,3984.99
2021-10-22,61290.06,3985.25
2021-10-22,61256.82,3975.99
2021-10-22,61318.93,3980.34
2021-10-22,61154.7,3972.97
2021-10-22,61260.19,3975.71
2021-10-22,61219.01,3972.3
2021-10-22,61084.61,3971.55
2021-10-22,60914.11,3957.74
2021-10-22,60907.86,3955.77
2021-10-22,60747.01,3947.22
2021-10-22,60838.97,3958.29
2021-10-22,60822.99,3959.17
2021-10-22,60705.68,3952.26
2021-10-22,60666.16,3949.37
2021-10-22,60655.47,3944.23
2021-10-22,60576.03,3937.2
2021-10-22,60501.92,3934.4
2021-10-22,60676.48,3949.76
2021-10-22,60410.99,3933.08
2021-10-22,60421.24,3924.72
2021-10-22,60674.0,3942.05
2021-10-22,60629.2,3943.56
2021-10-22,60763.69,3962.21
2021-10-22,60865.05,3971.3
2021-10-22,60806.65,3968.65
2021-10-22,60785.53,3968.0
2021-10-22,60650.02,3959.93
2021-10-22,60638.65,3958.97
2021-10-22,60483.61,3949.15
2021-10-22,60346.62,3941.22
2021-10-22,60449.59,3944.32
2021-10-22,60545.65,3952.62
2021-10-22,60628.51,3958.09
2021-10-22,60779.98,3969.49
2021-10-22,60722.75,3964.71
2021-10-22,60702.32,3968.31
2021-10-22,60557.0,3956.26
2021-10-22,60715.31,3970.16
2021-10-22,60865.53,3980.86
2021-10-22,61032.7,3983.47
2021-10-22,60973.94,3984.72
2021-10-22,61138.02,3994.99
2021-10-22,61079.69,3995.36
2021-10-22,60922.27,3988.06
2021-10-22,60859.0,3983.1
2021-10-22,60906.42,3988.01
2021-10-22,60994.43,3996.59
2021-10-22,60923.64,3992.81
2021-10-22,60927.94,3993.64
2021-10-22,60941.29,3996.39
2021-10-22,60782.61,3987.42
2021-10-22,60731.48,3977.5
2021-10-22,60855.55,3981.3
2021-10-22,60847.74,3978.23
2021-10-22,60819.44,3973.86
2021-10-22,60930.62,3982.15
2021-10-22,60798.65,3971.73
2021-10-22,60789.61,3966.65
2021-10-22,60645.6,3960.22
2021-10-22,60651.19,3962.61
2021-10-22,60734.27,3964.17
2021-10-22,60219.64,3942.63
2021-10-22,60442.79,3951.14
2021-10-22,60404.07,3950.31
2021-10-22,60430.01,3950.01
2021-10-22,60407.8,3949.19
2021-10-22,60441.73,3950.31
2021-10-22,60564.45,3960.01
2021-10-22,60617.19,3960.65
2021-10-22,60597.16,3955.59
2021-10-22,60666.3,3966.8
2021-10-22,60683.12,3969.67
2021-10-22,60666.75,3971.31
2021-10-22,60748.11,3973.61
2021-10-22,60778.52,3974.55
