S1,S2,VECM(q),mu,Johansen_slope,stdev,model,w1,w2
ADAUPUSDT,ATOMUSDT,0.0,0.0,0.0,0.003568387346670244,1.0,-0.40409045961962925,0.5959095403803707
ADAUPUSDT,AVAXUSDT,0.0,0.0,0.0,0.003246654994725311,1.0,-0.42649587488316,0.57350412511684
ADAUPUSDT,BTGUSDT,0.0,0.0,0.0,0.006414890068693841,1.0,-0.4967533100929303,0.5032466899070697
ADAUPUSDT,DCRUSDT,0.0,2.126091742141714,-0.00013196968564142974,0.0037081816403168994,5.0,-0.31882977140628177,0.6811702285937182
ADAUPUSDT,FTTUSDT,0.0,1.7098085447563145,0.0,0.002203414148817436,3.0,-0.26798824880058786,0.7320117511994121
ADAUPUSDT,NEOUSDT,1.0,1.3564203002345017,0.0,0.002478453303615156,3.0,-0.35022603509206734,0.6497739649079327
ADAUPUSDT,TRBUSDT,0.0,0.0,0.0,0.00460886206697029,1.0,-0.5020416846783786,0.4979583153216214
ATOMUSDT,AVAXUSDT,0.0,0.0,0.0,0.0024881089931725895,1.0,-0.5230439309628686,0.47695606903713134
ATOMUSDT,BTGUSDT,0.0,0.0,0.0,0.0045746033972295305,1.0,-0.5927054026095123,0.4072945973904877
ATOMUSDT,DCRUSDT,0.0,1.822067699439149,-0.0001361928905422872,0.002501498386604064,5.0,-0.41137593603802325,0.5886240639619768
AVAXUSDT,BTGUSDT,0.0,0.0,0.0,0.0054740884090731246,1.0,-0.5702531383218868,0.4297468616781132
AVAXUSDT,DCRUSDT,0.0,2.2345413233566016,-0.00011927925138615941,0.0026706327190120557,5.0,-0.35031537477040287,0.6496846252295971
AVAXUSDT,ETCUSDT,0.0,-2.2062742497323655,0.0,0.003789144638586775,2.0,0.2995537230517428,-0.7004462769482571
AVAXUSDT,FTTUSDT,0.0,1.790662628311317,0.0,0.0014791292383004907,3.0,-0.30026509312851396,0.699734906871486
AVAXUSDT,HNTUSDT,0.0,1.1793938225097222,0.00013730555756461308,0.0036194423965253152,5.0,-0.2532315806732043,0.7467684193267957
AVAXUSDT,TRBUSDT,0.0,0.5508788495046519,0.0,0.00387760499166849,3.0,-0.509337887150566,0.490662112849434
BTGUSDT,TRBUSDT,0.0,0.0,0.0,0.006557801186571457,1.0,-0.5053652730933317,0.49463472690666827
DCRUSDT,NEOUSDT,0.0,-0.8119862051156554,0.00010197576316588301,0.002937304667080465,5.0,-0.546421823831267,0.453578176168733
DCRUSDT,ZENUSDT,0.0,-0.265877889199126,0.00022224203505263085,0.003595667264105217,5.0,-0.5017578183345311,0.4982421816654688
ETCUSDT,FTTUSDT,0.0,0.0,0.0,0.002365336501109879,1.0,-0.46649344303524887,0.5335065569647512
ETCUSDT,TRBUSDT,0.0,-2.1736752467397698,0.0,0.0042594373487732495,3.0,-0.7368606206520008,0.2631393793479993
FILUSDT,WNXMUSDT,0.0,-2.762107453900842,0.0,0.0036540692349672525,2.0,-0.7749836555567581,0.22501634444324192
FTTUSDT,HNTUSDT,0.0,0.0,0.0,0.00392298910366076,1.0,-0.406285761744744,0.593714238255256
HNTUSDT,TRBUSDT,0.0,0.0,0.0,0.0032678969526707302,1.0,-0.6320915260738447,0.3679084739261553
HNTUSDT,ZENUSDT,0.0,0.0,0.0,0.0031386431215886306,1.0,-0.6356427384337371,0.364357261566263
LINKUSDT,ZENUSDT,0.0,-0.11222354069782559,-0.00018753374602732592,0.002470037255205452,4.0,0.5453789721833737,-0.4546210278166264
TRBUSDT,ZENUSDT,0.0,0.0,0.0,0.004559047969689473,1.0,-0.5037908028648207,0.49620919713517936
